"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"limache","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",206,"2015",5802
"limache","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",312,"2015",5802
"linares","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",97,"2015",7401
"linares","chilena (exclusivamente)","chilena (exclusivamente)","mujer",47085,"2015",7401
"linares","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",94,"2015",7401
"linares","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",141,"2015",7401
"linares","chilena (exclusivamente)","chilena (exclusivamente)","hombre",43727,"2015",7401
"linares","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",194,"2015",7401
"llanquihue","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",16,"2015",10107
"llanquihue","chilena (exclusivamente)","chilena (exclusivamente)","hombre",9097,"2015",10107
"llanquihue","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9752,"2015",10107
"los andes","chilena (exclusivamente)","chilena (exclusivamente)","mujer",39787,"2015",5301
"los andes","chilena (exclusivamente)","chilena (exclusivamente)","hombre",34705,"2015",5301
"los andes","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",340,"2015",5301
"los andes","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",525,"2015",5301
"los andes","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",252,"2015",5301
"los andes","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",484,"2015",5301
"los Ángeles","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",274,"2015",8301
"los Ángeles","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",220,"2015",8301
"los Ángeles","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",239,"2015",8301
"los Ángeles","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",157,"2015",8301
"los Ángeles","sin dato","sin dato","hombre",114,"2015",8301
"los Ángeles","chilena (exclusivamente)","chilena (exclusivamente)","mujer",109125,"2015",8301
"los Ángeles","chilena (exclusivamente)","chilena (exclusivamente)","hombre",99935,"2015",8301
"los Ángeles","sin dato","sin dato","mujer",38,"2015",8301
"los lagos","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",45,"2015",14104
"los lagos","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",94,"2015",14104
"los lagos","chilena (exclusivamente)","chilena (exclusivamente)","mujer",10831,"2015",14104
"los lagos","chilena (exclusivamente)","chilena (exclusivamente)","hombre",10078,"2015",14104
"los lagos","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",28,"2015",14104
"los muermos","chilena (exclusivamente)","chilena (exclusivamente)","hombre",7511,"2015",10106
"los muermos","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",8,"2015",10106
"los muermos","chilena (exclusivamente)","chilena (exclusivamente)","mujer",7588,"2015",10106
"lota","chilena (exclusivamente)","chilena (exclusivamente)","hombre",22175,"2015",8106
"lota","sin dato","sin dato","mujer",36,"2015",8106
"lota","chilena (exclusivamente)","chilena (exclusivamente)","mujer",23933,"2015",8106
"machalí","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",299,"2015",6108
"machalí","chilena (exclusivamente)","chilena (exclusivamente)","hombre",17838,"2015",6108
"machalí","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",148,"2015",6108
"machalí","chilena (exclusivamente)","chilena (exclusivamente)","mujer",19088,"2015",6108
"machalí","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",294,"2015",6108
"machalí","sin dato","sin dato","mujer",10,"2015",6108
"machalí","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",33,"2015",6108
"macul","chilena (exclusivamente)","chilena (exclusivamente)","hombre",40684,"2015",13118
"macul","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",510,"2015",13118
"macul","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",379,"2015",13118
"macul","chilena (exclusivamente)","chilena (exclusivamente)","mujer",45479,"2015",13118
"macul","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",226,"2015",13118
"macul","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1024,"2015",13118
"maipú","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",2554,"2015",13119
"maipú","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",8464,"2015",13119
"maipú","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",2196,"2015",13119
"maipú","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",1250,"2015",13119
"maipú","sin dato","sin dato","hombre",367,"2015",13119
"maipú","chilena (exclusivamente)","chilena (exclusivamente)","mujer",552988,"2015",13119
"maipú","chilena (exclusivamente)","chilena (exclusivamente)","hombre",464457,"2015",13119
"maipú","sin dato","sin dato","mujer",511,"2015",13119
"melipilla","chilena (exclusivamente)","chilena (exclusivamente)","mujer",56031,"2015",13501
"melipilla","chilena (exclusivamente)","chilena (exclusivamente)","hombre",48304,"2015",13501
"melipilla","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",2030,"2015",13501
"melipilla","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1233,"2015",13501
"melipilla","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",208,"2015",13501
"mulchén","chilena (exclusivamente)","chilena (exclusivamente)","hombre",12296,"2015",8305
"mulchén","chilena (exclusivamente)","chilena (exclusivamente)","mujer",14732,"2015",8305
"nacimiento","chilena (exclusivamente)","chilena (exclusivamente)","hombre",11493,"2015",8306
"nacimiento","chilena (exclusivamente)","chilena (exclusivamente)","mujer",13913,"2015",8306
"natales","chilena (exclusivamente)","chilena (exclusivamente)","mujer",10270,"2015",12401
"natales","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",49,"2015",12401
"natales","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",119,"2015",12401
"natales","chilena (exclusivamente)","chilena (exclusivamente)","hombre",9483,"2015",12401
"natales","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",120,"2015",12401
"natales","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",62,"2015",12401
"nueva imperial","chilena (exclusivamente)","chilena (exclusivamente)","mujer",16538,"2015",9111
"nueva imperial","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",89,"2015",9111
"nueva imperial","chilena (exclusivamente)","chilena (exclusivamente)","hombre",14175,"2015",9111
"Ñuñoa","chilena (exclusivamente)","chilena (exclusivamente)","mujer",64953,"2015",13120
"Ñuñoa","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",3288,"2015",13120
"Ñuñoa","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",2421,"2015",13120
"Ñuñoa","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",2604,"2015",13120
"Ñuñoa","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",3276,"2015",13120
"Ñuñoa","chilena (exclusivamente)","chilena (exclusivamente)","hombre",55874,"2015",13120
"olivar","chilena (exclusivamente)","chilena (exclusivamente)","hombre",6996,"2015",6111
"olivar","chilena (exclusivamente)","chilena (exclusivamente)","mujer",7264,"2015",6111
"osorno","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",101,"2015",10301
"osorno","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",213,"2015",10301
"osorno","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",142,"2015",10301
"osorno","chilena (exclusivamente)","chilena (exclusivamente)","hombre",75221,"2015",10301
"osorno","chilena (exclusivamente)","chilena (exclusivamente)","mujer",88606,"2015",10301
"osorno","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",126,"2015",10301
"ovalle","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",327,"2015",4301
"ovalle","chilena (exclusivamente)","chilena (exclusivamente)","mujer",58936,"2015",4301
"ovalle","chilena (exclusivamente)","chilena (exclusivamente)","hombre",53592,"2015",4301
"ovalle","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",223,"2015",4301
"ovalle","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",217,"2015",4301
"ovalle","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",127,"2015",4301
"padre las casas","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",100,"2015",9112
"padre las casas","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",42,"2015",9112
"padre las casas","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",258,"2015",9112
"padre las casas","chilena (exclusivamente)","chilena (exclusivamente)","hombre",36582,"2015",9112
"padre las casas","chilena (exclusivamente)","chilena (exclusivamente)","mujer",43070,"2015",9112
"paillaco","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",43,"2015",14107
"paillaco","chilena (exclusivamente)","chilena (exclusivamente)","mujer",10487,"2015",14107
"paillaco","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",12,"2015",14107
"paillaco","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",53,"2015",14107
"paillaco","chilena (exclusivamente)","chilena (exclusivamente)","hombre",8873,"2015",14107
"panguipulli","chilena (exclusivamente)","chilena (exclusivamente)","mujer",17265,"2015",14108
"panguipulli","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",26,"2015",14108
"panguipulli","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",52,"2015",14108
"panguipulli","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",14,"2015",14108
"panguipulli","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",33,"2015",14108
"panguipulli","chilena (exclusivamente)","chilena (exclusivamente)","hombre",15671,"2015",14108
"parral","chilena (exclusivamente)","chilena (exclusivamente)","hombre",17991,"2015",7404
"parral","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",97,"2015",7404
"parral","chilena (exclusivamente)","chilena (exclusivamente)","mujer",18849,"2015",7404
"pedro aguirre cerda","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",271,"2015",13121
"pedro aguirre cerda","chilena (exclusivamente)","chilena (exclusivamente)","mujer",43054,"2015",13121
"pedro aguirre cerda","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",542,"2015",13121
"pedro aguirre cerda","chilena (exclusivamente)","chilena (exclusivamente)","hombre",37376,"2015",13121
"pedro aguirre cerda","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",751,"2015",13121
"pedro aguirre cerda","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",552,"2015",13121
"penco","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",5,"2015",8107
"penco","chilena (exclusivamente)","chilena (exclusivamente)","hombre",26351,"2015",8107
"penco","chilena (exclusivamente)","chilena (exclusivamente)","mujer",28974,"2015",8107
"peñalolén","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",266,"2015",13122
"peñalolén","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",807,"2015",13122
"peñalolén","chilena (exclusivamente)","chilena (exclusivamente)","mujer",130338,"2015",13122
"peñalolén","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",2781,"2015",13122
"peñalolén","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",2739,"2015",13122
"peñalolén","chilena (exclusivamente)","chilena (exclusivamente)","hombre",115631,"2015",13122
"peumo","chilena (exclusivamente)","chilena (exclusivamente)","hombre",7680,"2015",6112
"peumo","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",31,"2015",6112
"peumo","chilena (exclusivamente)","chilena (exclusivamente)","mujer",7734,"2015",6112
"pichidegua","chilena (exclusivamente)","chilena (exclusivamente)","hombre",10226,"2015",6113
"pichidegua","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9312,"2015",6113
"pichilemu","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",78,"2015",6201
"pichilemu","chilena (exclusivamente)","chilena (exclusivamente)","hombre",7690,"2015",6201
"pichilemu","chilena (exclusivamente)","chilena (exclusivamente)","mujer",7208,"2015",6201
"pichilemu","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",12,"2015",6201
"pichilemu","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",47,"2015",6201
"pichilemu","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",43,"2015",6201
"pitrufquén","chilena (exclusivamente)","chilena (exclusivamente)","hombre",10964,"2015",9114
"pitrufquén","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",93,"2015",9114
"pitrufquén","chilena (exclusivamente)","chilena (exclusivamente)","mujer",12798,"2015",9114
"pitrufquén","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",18,"2015",9114
"pitrufquén","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",39,"2015",9114
"porvenir","chilena (exclusivamente)","chilena (exclusivamente)","mujer",2356,"2015",12301
"porvenir","chilena (exclusivamente)","chilena (exclusivamente)","hombre",2302,"2015",12301
"porvenir","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",7,"2015",12301
"porvenir","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",31,"2015",12301
"porvenir","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",43,"2015",12301
"porvenir","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",49,"2015",12301
"pozo almonte","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",34,"2015",1401
"pozo almonte","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",52,"2015",1401
"pozo almonte","chilena (exclusivamente)","chilena (exclusivamente)","mujer",6935,"2015",1401
"pozo almonte","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",394,"2015",1401
"pozo almonte","chilena (exclusivamente)","chilena (exclusivamente)","hombre",6661,"2015",1401
"pozo almonte","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",595,"2015",1401
"providencia","chilena (exclusivamente)","chilena (exclusivamente)","mujer",55527,"2015",13123
"providencia","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",4545,"2015",13123
"providencia","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",1978,"2015",13123
"providencia","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",2414,"2015",13123
"providencia","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",3949,"2015",13123
"providencia","chilena (exclusivamente)","chilena (exclusivamente)","hombre",51105,"2015",13123
"pucón","chilena (exclusivamente)","chilena (exclusivamente)","mujer",18711,"2015",9115
"pucón","chilena (exclusivamente)","chilena (exclusivamente)","hombre",16895,"2015",9115
"pucón","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",79,"2015",9115
"pucón","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",103,"2015",9115
"pudahuel","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",593,"2015",13124
"pudahuel","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",3374,"2015",13124
"pudahuel","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",3430,"2015",13124
"pudahuel","chilena (exclusivamente)","chilena (exclusivamente)","mujer",145580,"2015",13124
"pudahuel","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",1380,"2015",13124
"pudahuel","chilena (exclusivamente)","chilena (exclusivamente)","hombre",138545,"2015",13124
"puente alto","chilena (exclusivamente)","chilena (exclusivamente)","hombre",393755,"2015",13201
"puente alto","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",1967,"2015",13201
"puente alto","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1694,"2015",13201
"puente alto","chilena (exclusivamente)","chilena (exclusivamente)","mujer",423349,"2015",13201
"puente alto","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",4319,"2015",13201
"puente alto","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",1885,"2015",13201
"puerto montt","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",986,"2015",10101
"puerto montt","chilena (exclusivamente)","chilena (exclusivamente)","hombre",126130,"2015",10101
"puerto montt","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",608,"2015",10101
"puerto montt","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",583,"2015",10101
"puerto montt","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1376,"2015",10101
"puerto montt","sin dato","sin dato","mujer",101,"2015",10101
"puerto montt","chilena (exclusivamente)","chilena (exclusivamente)","mujer",131436,"2015",10101
"puerto montt","sin dato","sin dato","hombre",102,"2015",10101
"punta arenas","chilena (exclusivamente)","chilena (exclusivamente)","mujer",61707,"2015",12101
"punta arenas","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",315,"2015",12101
"punta arenas","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",619,"2015",12101
"punta arenas","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",290,"2015",12101
"punta arenas","chilena (exclusivamente)","chilena (exclusivamente)","hombre",58118,"2015",12101
"punta arenas","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",490,"2015",12101
"putre","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",6,"2015",15201
"putre","chilena (exclusivamente)","chilena (exclusivamente)","mujer",327,"2015",15201
"putre","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",27,"2015",15201
"putre","chilena (exclusivamente)","chilena (exclusivamente)","hombre",350,"2015",15201
"putre","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",61,"2015",15201
"quellón","sin dato","sin dato","hombre",39,"2015",10208
"quellón","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",92,"2015",10208
"quellón","chilena (exclusivamente)","chilena (exclusivamente)","hombre",18052,"2015",10208
"quellón","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",78,"2015",10208
"quellón","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",25,"2015",10208
"quellón","chilena (exclusivamente)","chilena (exclusivamente)","mujer",18596,"2015",10208
"quilicura","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",8400,"2015",13125
"quilicura","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",7282,"2015",13125
"quilicura","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",1058,"2015",13125
"quilicura","chilena (exclusivamente)","chilena (exclusivamente)","mujer",126095,"2015",13125
"quilicura","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",656,"2015",13125
"quilicura","chilena (exclusivamente)","chilena (exclusivamente)","hombre",108311,"2015",13125
"quillota","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",952,"2015",5501
"quillota","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",143,"2015",5501
"quillota","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",656,"2015",5501
"quillota","chilena (exclusivamente)","chilena (exclusivamente)","hombre",41259,"2015",5501
"quillota","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",263,"2015",5501
"quillota","chilena (exclusivamente)","chilena (exclusivamente)","mujer",46150,"2015",5501
"quilpué","chilena (exclusivamente)","chilena (exclusivamente)","hombre",78375,"2015",5801
"quilpué","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",378,"2015",5801
"quilpué","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",978,"2015",5801
"quilpué","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",43,"2015",5801
"quilpué","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",1097,"2015",5801
"quilpué","chilena (exclusivamente)","chilena (exclusivamente)","mujer",90975,"2015",5801
"quinta normal","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",341,"2015",13126
"quinta normal","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",924,"2015",13126
"quinta normal","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1576,"2015",13126
"quinta normal","chilena (exclusivamente)","chilena (exclusivamente)","hombre",35670,"2015",13126
"quinta normal","chilena (exclusivamente)","chilena (exclusivamente)","mujer",38257,"2015",13126
"quinta normal","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1152,"2015",13126
"rancagua","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",417,"2015",6101
"rancagua","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",541,"2015",6101
"rancagua","chilena (exclusivamente)","chilena (exclusivamente)","hombre",115510,"2015",6101
"rancagua","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",420,"2015",6101
"rancagua","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",385,"2015",6101
"rancagua","chilena (exclusivamente)","chilena (exclusivamente)","mujer",137416,"2015",6101
"recoleta","chilena (exclusivamente)","chilena (exclusivamente)","hombre",47234,"2015",13127
"recoleta","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",703,"2015",13127
"recoleta","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",6820,"2015",13127
"recoleta","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",234,"2015",13127
"recoleta","chilena (exclusivamente)","chilena (exclusivamente)","mujer",49630,"2015",13127
"recoleta","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",6145,"2015",13127
"renca","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1761,"2015",13128
"renca","chilena (exclusivamente)","chilena (exclusivamente)","hombre",54639,"2015",13128
"renca","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",194,"2015",13128
"renca","chilena (exclusivamente)","chilena (exclusivamente)","mujer",65615,"2015",13128
"renca","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",2690,"2015",13128
"renca","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",93,"2015",13128
"rengo","chilena (exclusivamente)","chilena (exclusivamente)","mujer",34058,"2015",6115
"rengo","chilena (exclusivamente)","chilena (exclusivamente)","hombre",29657,"2015",6115
"requínoa","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",28,"2015",6116
"requínoa","chilena (exclusivamente)","chilena (exclusivamente)","mujer",13462,"2015",6116
"requínoa","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",38,"2015",6116
"requínoa","chilena (exclusivamente)","chilena (exclusivamente)","hombre",13334,"2015",6116
"río bueno","sin dato","sin dato","mujer",26,"2015",14204
"río bueno","chilena (exclusivamente)","chilena (exclusivamente)","mujer",15644,"2015",14204
"río bueno","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",46,"2015",14204
"río bueno","chilena (exclusivamente)","chilena (exclusivamente)","hombre",14144,"2015",14204
"río negro","sin dato","sin dato","mujer",15,"2015",10305
"río negro","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",10,"2015",10305
"río negro","chilena (exclusivamente)","chilena (exclusivamente)","hombre",5599,"2015",10305
"río negro","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",23,"2015",10305
"río negro","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",48,"2015",10305
"río negro","chilena (exclusivamente)","chilena (exclusivamente)","mujer",6313,"2015",10305
"san antonio","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",33,"2015",5601
"san antonio","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",173,"2015",5601
"san antonio","chilena (exclusivamente)","chilena (exclusivamente)","mujer",51627,"2015",5601
"san antonio","chilena (exclusivamente)","chilena (exclusivamente)","hombre",48605,"2015",5601
"san antonio","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",243,"2015",5601
"san antonio","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",146,"2015",5601
"san bernardo","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",760,"2015",13401
"san bernardo","chilena (exclusivamente)","chilena (exclusivamente)","mujer",172815,"2015",13401
"san bernardo","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",477,"2015",13401
"san bernardo","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",954,"2015",13401
"san bernardo","chilena (exclusivamente)","chilena (exclusivamente)","hombre",150169,"2015",13401
"san bernardo","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1140,"2015",13401
"san clemente","chilena (exclusivamente)","chilena (exclusivamente)","hombre",18684,"2015",7109
"san clemente","chilena (exclusivamente)","chilena (exclusivamente)","mujer",20464,"2015",7109
"san clemente","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",48,"2015",7109
"san felipe","chilena (exclusivamente)","chilena (exclusivamente)","mujer",41920,"2015",5701
"san felipe","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",179,"2015",5701
"san felipe","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",294,"2015",5701
"san felipe","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",270,"2015",5701
"san felipe","chilena (exclusivamente)","chilena (exclusivamente)","hombre",37790,"2015",5701
"san felipe","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",345,"2015",5701
"san fernando","chilena (exclusivamente)","chilena (exclusivamente)","mujer",38764,"2015",6301
"san fernando","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",69,"2015",6301
"san fernando","chilena (exclusivamente)","chilena (exclusivamente)","hombre",35605,"2015",6301
"san fernando","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",195,"2015",6301
"san fernando","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",100,"2015",6301
"san fernando","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",200,"2015",6301
