"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"cañete","chilena (exclusivamente)","chilena (exclusivamente)","hombre",16336,"2015",8203
"cañete","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",17,"2015",8203
"cañete","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",58,"2015",8203
"carahue","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",31,"2015",9102
"carahue","chilena (exclusivamente)","chilena (exclusivamente)","mujer",12235,"2015",9102
"carahue","chilena (exclusivamente)","chilena (exclusivamente)","hombre",11580,"2015",9102
"carahue","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",28,"2015",9102
"carahue","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",44,"2015",9102
"castro","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",145,"2015",10201
"castro","chilena (exclusivamente)","chilena (exclusivamente)","hombre",26479,"2015",10201
"castro","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",74,"2015",10201
"castro","chilena (exclusivamente)","chilena (exclusivamente)","mujer",29228,"2015",10201
"castro","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",93,"2015",10201
"castro","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",220,"2015",10201
"cauquenes","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",38,"2015",7201
"cauquenes","chilena (exclusivamente)","chilena (exclusivamente)","hombre",19775,"2015",7201
"cauquenes","chilena (exclusivamente)","chilena (exclusivamente)","mujer",22137,"2015",7201
"cerro navia","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1365,"2015",13103
"cerro navia","chilena (exclusivamente)","chilena (exclusivamente)","mujer",64860,"2015",13103
"cerro navia","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",81,"2015",13103
"cerro navia","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",846,"2015",13103
"cerro navia","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",118,"2015",13103
"cerro navia","chilena (exclusivamente)","chilena (exclusivamente)","hombre",56845,"2015",13103
"chañaral","chilena (exclusivamente)","chilena (exclusivamente)","hombre",5481,"2015",3201
"chañaral","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",14,"2015",3201
"chañaral","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",13,"2015",3201
"chañaral","chilena (exclusivamente)","chilena (exclusivamente)","mujer",6172,"2015",3201
"chiguayante","chilena (exclusivamente)","chilena (exclusivamente)","mujer",75009,"2015",8103
"chiguayante","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",148,"2015",8103
"chiguayante","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",214,"2015",8103
"chiguayante","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",84,"2015",8103
"chiguayante","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",46,"2015",8103
"chiguayante","chilena (exclusivamente)","chilena (exclusivamente)","hombre",67424,"2015",8103
"chile chico","chilena (exclusivamente)","chilena (exclusivamente)","mujer",2526,"2015",11401
"chile chico","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",26,"2015",11401
"chile chico","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",72,"2015",11401
"chile chico","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",26,"2015",11401
"chile chico","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",20,"2015",11401
"chile chico","chilena (exclusivamente)","chilena (exclusivamente)","hombre",2534,"2015",11401
"chillán","chilena (exclusivamente)","chilena (exclusivamente)","hombre",80049,"2015",16101
"chillán","chilena (exclusivamente)","chilena (exclusivamente)","mujer",97241,"2015",16101
"chillán","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",193,"2015",16101
"chillán","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",84,"2015",16101
"chillán","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",75,"2015",16101
"chillán viejo","chilena (exclusivamente)","chilena (exclusivamente)","mujer",17458,"2015",16103
"chillán viejo","chilena (exclusivamente)","chilena (exclusivamente)","hombre",16752,"2015",16103
"chillán viejo","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",16,"2015",16103
"chimbarongo","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",27,"2015",6303
"chimbarongo","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",90,"2015",6303
"chimbarongo","chilena (exclusivamente)","chilena (exclusivamente)","hombre",16394,"2015",6303
"chimbarongo","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",81,"2015",6303
"chimbarongo","chilena (exclusivamente)","chilena (exclusivamente)","mujer",18334,"2015",6303
"cochrane","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",21,"2015",11301
"cochrane","chilena (exclusivamente)","chilena (exclusivamente)","hombre",1257,"2015",11301
"cochrane","chilena (exclusivamente)","chilena (exclusivamente)","mujer",1244,"2015",11301
"codegua","chilena (exclusivamente)","chilena (exclusivamente)","mujer",6459,"2015",6102
"codegua","chilena (exclusivamente)","chilena (exclusivamente)","hombre",6536,"2015",6102
"codegua","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",28,"2015",6102
"colbún","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",18,"2015",7402
"colbún","chilena (exclusivamente)","chilena (exclusivamente)","hombre",8665,"2015",7402
"colbún","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9886,"2015",7402
"colina","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1710,"2015",13301
"colina","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",1001,"2015",13301
"colina","sin dato","sin dato","hombre",108,"2015",13301
"colina","chilena (exclusivamente)","chilena (exclusivamente)","mujer",56390,"2015",13301
"colina","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",976,"2015",13301
"colina","chilena (exclusivamente)","chilena (exclusivamente)","hombre",57095,"2015",13301
"colina","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1635,"2015",13301
"collipulli","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",22,"2015",9202
"collipulli","chilena (exclusivamente)","chilena (exclusivamente)","hombre",8692,"2015",9202
"collipulli","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9490,"2015",9202
"collipulli","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",128,"2015",9202
"coltauco","chilena (exclusivamente)","chilena (exclusivamente)","mujer",8822,"2015",6104
"coltauco","chilena (exclusivamente)","chilena (exclusivamente)","hombre",8784,"2015",6104
"concepción","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",178,"2015",8101
"concepción","chilena (exclusivamente)","chilena (exclusivamente)","hombre",102526,"2015",8101
"concepción","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",192,"2015",8101
"concepción","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",412,"2015",8101
"concepción","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",280,"2015",8101
"concepción","chilena (exclusivamente)","chilena (exclusivamente)","mujer",118794,"2015",8101
"conchalí","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",341,"2015",13104
"conchalí","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1430,"2015",13104
"conchalí","chilena (exclusivamente)","chilena (exclusivamente)","hombre",42075,"2015",13104
"conchalí","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1660,"2015",13104
"conchalí","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",319,"2015",13104
"conchalí","chilena (exclusivamente)","chilena (exclusivamente)","mujer",48750,"2015",13104
"concón","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",1003,"2015",5103
"concón","chilena (exclusivamente)","chilena (exclusivamente)","mujer",37648,"2015",5103
"concón","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",878,"2015",5103
"concón","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",961,"2015",5103
"concón","chilena (exclusivamente)","chilena (exclusivamente)","hombre",32569,"2015",5103
"concón","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",631,"2015",5103
"constitución","chilena (exclusivamente)","chilena (exclusivamente)","mujer",28051,"2015",7102
"constitución","chilena (exclusivamente)","chilena (exclusivamente)","hombre",28094,"2015",7102
"copiapó","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",872,"2015",3101
"copiapó","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",2029,"2015",3101
"copiapó","chilena (exclusivamente)","chilena (exclusivamente)","hombre",79529,"2015",3101
"copiapó","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1244,"2015",3101
"copiapó","chilena (exclusivamente)","chilena (exclusivamente)","mujer",87025,"2015",3101
"copiapó","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",910,"2015",3101
"coquimbo","chilena (exclusivamente)","chilena (exclusivamente)","hombre",111581,"2015",4102
"coquimbo","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",561,"2015",4102
"coquimbo","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1645,"2015",4102
"coquimbo","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",387,"2015",4102
"coquimbo","chilena (exclusivamente)","chilena (exclusivamente)","mujer",117410,"2015",4102
"coquimbo","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1468,"2015",4102
"coronel","chilena (exclusivamente)","chilena (exclusivamente)","hombre",53532,"2015",8102
"coronel","chilena (exclusivamente)","chilena (exclusivamente)","mujer",59253,"2015",8102
"coronel","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",100,"2015",8102
"coyhaique","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",419,"2015",11101
"coyhaique","chilena (exclusivamente)","chilena (exclusivamente)","hombre",26044,"2015",11101
"coyhaique","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",48,"2015",11101
"coyhaique","chilena (exclusivamente)","chilena (exclusivamente)","mujer",31004,"2015",11101
"coyhaique","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",450,"2015",11101
"coyhaique","sin dato","sin dato","mujer",40,"2015",11101
"coyhaique","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",124,"2015",11101
"cunco","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",40,"2015",9103
"cunco","sin dato","sin dato","hombre",24,"2015",9103
"cunco","chilena (exclusivamente)","chilena (exclusivamente)","hombre",7879,"2015",9103
"cunco","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",94,"2015",9103
"cunco","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9952,"2015",9103
"cunco","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",19,"2015",9103
"cunco","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",27,"2015",9103
"curacautín","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",68,"2015",9203
"curacautín","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",13,"2015",9203
"curacautín","chilena (exclusivamente)","chilena (exclusivamente)","hombre",6937,"2015",9203
"curacautín","chilena (exclusivamente)","chilena (exclusivamente)","mujer",7209,"2015",9203
"curacautín","sin dato","sin dato","mujer",31,"2015",9203
"curacautín","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",34,"2015",9203
"curanilahue","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",8,"2015",8205
"curanilahue","chilena (exclusivamente)","chilena (exclusivamente)","mujer",14867,"2015",8205
"curanilahue","chilena (exclusivamente)","chilena (exclusivamente)","hombre",14254,"2015",8205
"curicó","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",213,"2015",7301
"curicó","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",118,"2015",7301
"curicó","chilena (exclusivamente)","chilena (exclusivamente)","mujer",75865,"2015",7301
"curicó","chilena (exclusivamente)","chilena (exclusivamente)","hombre",70175,"2015",7301
"curicó","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",200,"2015",7301
"el bosque","chilena (exclusivamente)","chilena (exclusivamente)","hombre",75351,"2015",13105
"el bosque","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",628,"2015",13105
"el bosque","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",326,"2015",13105
"el bosque","sin dato","sin dato","hombre",37,"2015",13105
"el bosque","chilena (exclusivamente)","chilena (exclusivamente)","mujer",81170,"2015",13105
"el bosque","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",224,"2015",13105
"el bosque","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",589,"2015",13105
"el quisco","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",91,"2015",5604
"el quisco","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9543,"2015",5604
"el quisco","chilena (exclusivamente)","chilena (exclusivamente)","hombre",7789,"2015",5604
"el quisco","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",116,"2015",5604
"el quisco","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",26,"2015",5604
"el quisco","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",75,"2015",5604
"estación central","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",4046,"2015",13106
"estación central","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",281,"2015",13106
"estación central","chilena (exclusivamente)","chilena (exclusivamente)","mujer",48161,"2015",13106
"estación central","chilena (exclusivamente)","chilena (exclusivamente)","hombre",40342,"2015",13106
"estación central","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",3831,"2015",13106
"estación central","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",281,"2015",13106
"freire","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",45,"2015",9105
"freire","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",34,"2015",9105
"freire","chilena (exclusivamente)","chilena (exclusivamente)","mujer",13781,"2015",9105
"freire","chilena (exclusivamente)","chilena (exclusivamente)","hombre",13742,"2015",9105
"frutillar","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9031,"2015",10105
"frutillar","chilena (exclusivamente)","chilena (exclusivamente)","hombre",9148,"2015",10105
"graneros","chilena (exclusivamente)","chilena (exclusivamente)","mujer",16845,"2015",6106
"graneros","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",101,"2015",6106
"graneros","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",166,"2015",6106
"graneros","chilena (exclusivamente)","chilena (exclusivamente)","hombre",14916,"2015",6106
"hualpén","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",91,"2015",8112
"hualpén","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",72,"2015",8112
"hualpén","chilena (exclusivamente)","chilena (exclusivamente)","mujer",43156,"2015",8112
"hualpén","chilena (exclusivamente)","chilena (exclusivamente)","hombre",39010,"2015",8112
"hualpén","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",160,"2015",8112
"illapel","chilena (exclusivamente)","chilena (exclusivamente)","hombre",13872,"2015",4201
"illapel","sin dato","sin dato","hombre",48,"2015",4201
"illapel","chilena (exclusivamente)","chilena (exclusivamente)","mujer",16306,"2015",4201
"illapel","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",100,"2015",4201
"iquique","chilena (exclusivamente)","chilena (exclusivamente)","hombre",76758,"2015",1101
"iquique","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",523,"2015",1101
"iquique","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",8759,"2015",1101
"iquique","chilena (exclusivamente)","chilena (exclusivamente)","mujer",81810,"2015",1101
"iquique","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",569,"2015",1101
"iquique","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",9811,"2015",1101
"la florida","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",2139,"2015",13110
"la florida","chilena (exclusivamente)","chilena (exclusivamente)","hombre",174189,"2015",13110
"la florida","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",1649,"2015",13110
"la florida","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1878,"2015",13110
"la florida","chilena (exclusivamente)","chilena (exclusivamente)","mujer",208588,"2015",13110
"la florida","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",3827,"2015",13110
"la granja","chilena (exclusivamente)","chilena (exclusivamente)","hombre",54227,"2015",13111
"la granja","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",396,"2015",13111
"la granja","chilena (exclusivamente)","chilena (exclusivamente)","mujer",59902,"2015",13111
"la granja","sin dato","sin dato","hombre",162,"2015",13111
"la granja","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",453,"2015",13111
"la granja","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",486,"2015",13111
"la granja","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",162,"2015",13111
"la ligua","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",38,"2015",5401
"la ligua","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",190,"2015",5401
"la ligua","chilena (exclusivamente)","chilena (exclusivamente)","hombre",18678,"2015",5401
"la ligua","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",16,"2015",5401
"la ligua","chilena (exclusivamente)","chilena (exclusivamente)","mujer",20496,"2015",5401
"la pintana","chilena (exclusivamente)","chilena (exclusivamente)","hombre",93049,"2015",13112
"la pintana","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",563,"2015",13112
"la pintana","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",959,"2015",13112
"la pintana","chilena (exclusivamente)","chilena (exclusivamente)","mujer",104578,"2015",13112
"la pintana","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",399,"2015",13112
"la pintana","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",296,"2015",13112
"la serena","chilena (exclusivamente)","chilena (exclusivamente)","hombre",107151,"2015",4101
"la serena","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",554,"2015",4101
"la serena","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",1441,"2015",4101
"la serena","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",1476,"2015",4101
"la serena","chilena (exclusivamente)","chilena (exclusivamente)","mujer",119600,"2015",4101
"la serena","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",891,"2015",4101
"la unión","chilena (exclusivamente)","chilena (exclusivamente)","mujer",19010,"2015",14201
"la unión","chilena (exclusivamente)","chilena (exclusivamente)","hombre",17022,"2015",14201
"laja","chilena (exclusivamente)","chilena (exclusivamente)","mujer",9642,"2015",8304
"laja","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",34,"2015",8304
"laja","chilena (exclusivamente)","chilena (exclusivamente)","hombre",9420,"2015",8304
"las condes","chilena (exclusivamente)","chilena (exclusivamente)","mujer",143084,"2015",13114
"las condes","chilena (exclusivamente)","chilena (exclusivamente)","hombre",114974,"2015",13114
"las condes","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",8095,"2015",13114
"las condes","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","mujer",10577,"2015",13114
"las condes","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",6765,"2015",13114
"las condes","sin dato","sin dato","hombre",69,"2015",13114
"las condes","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",8195,"2015",13114
"lautaro","chilena (exclusivamente)","chilena (exclusivamente)","mujer",19684,"2015",9108
"lautaro","chilena (exclusivamente)","chilena (exclusivamente)","hombre",16425,"2015",9108
"lautaro","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",64,"2015",9108
"lebu","chilena (exclusivamente)","chilena (exclusivamente)","hombre",12563,"2015",8201
"lebu","chilena (exclusivamente)","chilena (exclusivamente)","mujer",12319,"2015",8201
"lebu","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","hombre",73,"2015",8201
"limache","chilena (exclusivamente)","chilena (exclusivamente)","hombre",22415,"2015",5802
"limache","chilena (exclusivamente)","chilena (exclusivamente)","mujer",23097,"2015",5802
"limache","chilena y otra (doble nacionalidad)","chilena y otra (doble nacionalidad)","hombre",152,"2015",5802
"limache","otra nacionalidad (extranjeros)","otra nacionalidad (extranjeros)","mujer",303,"2015",5802
