"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"arica","jornada completa","colombia","hombre",136,"2015",15101
"arica","jornada completa","bolivia","mujer",241,"2015",15101
"arica","jornada completa","argentina","hombre",32,"2015",15101
"arica","jornada completa","bolivia","hombre",307,"2015",15101
"arica","jornada prolongada","perú","mujer",54,"2015",15101
"arica","jornada parcial","perú","mujer",74,"2015",15101
"aysén","jornada completa","argentina","mujer",14,"2015",11201
"calama","jornada parcial","colombia","hombre",158,"2015",2201
"calama","jornada prolongada","españa","hombre",99,"2015",2201
"calama","jornada prolongada","bolivia","hombre",203,"2015",2201
"calama","jornada completa","perú","hombre",354,"2015",2201
"calama","jornada prolongada","perú","mujer",77,"2015",2201
"calama","jornada completa","república dominicana","mujer",125,"2015",2201
"calama","jornada parcial","perú","mujer",162,"2015",2201
"calama","jornada completa","bolivia","mujer",1819,"2015",2201
"calama","jornada prolongada","perú","hombre",77,"2015",2201
"calama","jornada parcial","ecuador","mujer",82,"2015",2201
"calama","jornada prolongada","colombia","hombre",158,"2015",2201
"calama","jornada completa","bolivia","hombre",1098,"2015",2201
"calama","jornada completa","perú","mujer",177,"2015",2201
"calama","jornada completa","colombia","mujer",112,"2015",2201
"calama","jornada completa","colombia","hombre",160,"2015",2201
"calama","jornada completa","ecuador","mujer",82,"2015",2201
"calbuco","jornada completa","no contesta","mujer",166,"2015",10102
"calera","jornada parcial","argentina","mujer",43,"2015",5502
"castro","jornada parcial","colombia","mujer",13,"2015",10201
"castro","jornada completa","colombia","mujer",36,"2015",10201
"castro","jornada completa","españa","hombre",18,"2015",10201
"castro","jornada completa","francia","mujer",18,"2015",10201
"castro","jornada completa","guatemala","mujer",31,"2015",10201
"castro","jornada completa","argentina","mujer",43,"2015",10201
"castro","jornada completa","españa","mujer",18,"2015",10201
"castro","jornada completa","colombia","hombre",26,"2015",10201
"cerro navia","jornada completa","paraguay","mujer",282,"2015",13103
"cerro navia","jornada completa","paraguay","hombre",705,"2015",13103
"cerro navia","jornada parcial","paraguay","mujer",141,"2015",13103
"cerro navia","jornada completa","perú","mujer",96,"2015",13103
"chañaral","jornada completa","perú","hombre",7,"2015",3201
"chañaral","jornada completa","colombia","hombre",6,"2015",3201
"chiguayante","jornada completa","venezuela","mujer",102,"2015",8103
"chile chico","jornada completa","venezuela","hombre",26,"2015",11401
"chillán","jornada completa","argentina","hombre",75,"2015",16101
"colbún","jornada completa","argentina","mujer",9,"2015",7402
"colina","jornada completa","argentina","mujer",332,"2015",13301
"colina","jornada completa","república dominicana","hombre",192,"2015",13301
"colina","jornada completa","bolivia","hombre",241,"2015",13301
"colina","jornada completa","perú","mujer",191,"2015",13301
"colina","jornada completa","ecuador","hombre",167,"2015",13301
"colina","jornada completa","república dominicana","mujer",108,"2015",13301
"colina","jornada prolongada","república dominicana","mujer",84,"2015",13301
"colina","jornada parcial","ecuador","mujer",83,"2015",13301
"colina","jornada prolongada","perú","hombre",199,"2015",13301
"colina","jornada completa","bolivia","mujer",108,"2015",13301
"concepción","jornada completa","cuba","hombre",60,"2015",8101
"concepción","jornada prolongada","perú","mujer",18,"2015",8101
"concepción","jornada completa","perú","hombre",118,"2015",8101
"concepción","jornada prolongada","perú","hombre",18,"2015",8101
"conchalí","jornada completa","argentina","hombre",23,"2015",13104
"conchalí","otra","argentina","hombre",16,"2015",13104
"conchalí","jornada completa","uruguay","hombre",11,"2015",13104
"conchalí","jornada completa","colombia","mujer",116,"2015",13104
"conchalí","jornada parcial","perú","hombre",15,"2015",13104
"conchalí","jornada parcial","perú","mujer",37,"2015",13104
"conchalí","jornada completa","perú","hombre",644,"2015",13104
"conchalí","jornada parcial","colombia","mujer",10,"2015",13104
"conchalí","jornada parcial","ecuador","mujer",16,"2015",13104
"conchalí","jornada parcial","bolivia","mujer",20,"2015",13104
"conchalí","jornada prolongada","perú","mujer",49,"2015",13104
"conchalí","jornada completa","perú","mujer",335,"2015",13104
"conchalí","jornada completa","brasil","hombre",17,"2015",13104
"conchalí","jornada prolongada","perú","hombre",47,"2015",13104
"conchalí","jornada completa","ecuador","mujer",20,"2015",13104
"conchalí","jornada completa","bolivia","mujer",10,"2015",13104
"conchalí","jornada completa","ecuador","hombre",27,"2015",13104
"concón","jornada parcial","bélgica","mujer",32,"2015",5103
"concón","jornada parcial","perú","mujer",40,"2015",5103
"concón","jornada prolongada","república dominicana","mujer",85,"2015",5103
"concón","jornada completa","españa","hombre",46,"2015",5103
"concón","jornada completa","perú","mujer",76,"2015",5103
"concón","jornada completa","perú","hombre",152,"2015",5103
"copiapó","jornada parcial","perú","mujer",9,"2015",3101
"copiapó","jornada completa","colombia","hombre",361,"2015",3101
"copiapó","jornada completa","cuba","mujer",18,"2015",3101
"copiapó","jornada completa","perú","mujer",75,"2015",3101
"copiapó","jornada completa","canadá","hombre",12,"2015",3101
"copiapó","jornada completa","bolivia","hombre",29,"2015",3101
"copiapó","jornada completa","china","mujer",21,"2015",3101
"copiapó","jornada prolongada","brasil","hombre",16,"2015",3101
"copiapó","jornada parcial","brasil","mujer",24,"2015",3101
"copiapó","jornada parcial","bolivia","mujer",15,"2015",3101
"copiapó","jornada completa","bolivia","mujer",197,"2015",3101
"copiapó","jornada parcial","españa","mujer",10,"2015",3101
"copiapó","jornada completa","argentina","hombre",40,"2015",3101
"copiapó","jornada prolongada","perú","mujer",12,"2015",3101
"copiapó","jornada parcial","colombia","hombre",23,"2015",3101
"copiapó","jornada completa","colombia","mujer",345,"2015",3101
"copiapó","jornada completa","bélgica","hombre",10,"2015",3101
"copiapó","jornada completa","ecuador","mujer",45,"2015",3101
"copiapó","jornada completa","china","hombre",109,"2015",3101
"copiapó","jornada completa","brasil","mujer",40,"2015",3101
"copiapó","jornada parcial","colombia","mujer",124,"2015",3101
"copiapó","jornada completa","francia","mujer",22,"2015",3101
"copiapó","jornada completa","perú","hombre",107,"2015",3101
"copiapó","jornada prolongada","colombia","mujer",11,"2015",3101
"coquimbo","jornada completa","perú","mujer",83,"2015",4102
"coquimbo","jornada completa","uruguay","hombre",134,"2015",4102
"coquimbo","jornada completa","ecuador","mujer",73,"2015",4102
"coquimbo","otra","uruguay","hombre",134,"2015",4102
"coquimbo","jornada parcial","argentina","mujer",126,"2015",4102
"coquimbo","jornada completa","ecuador","hombre",237,"2015",4102
"coquimbo","jornada completa","colombia","hombre",88,"2015",4102
"coquimbo","jornada completa","colombia","mujer",171,"2015",4102
"coquimbo","jornada completa","perú","hombre",192,"2015",4102
"coquimbo","jornada prolongada","uruguay","hombre",60,"2015",4102
"coyhaique","jornada completa","perú","hombre",40,"2015",11101
"coyhaique","jornada completa","argentina","hombre",45,"2015",11101
"coyhaique","jornada completa","colombia","hombre",89,"2015",11101
"coyhaique","jornada completa","colombia","mujer",185,"2015",11101
"coyhaique","jornada completa","venezuela","hombre",44,"2015",11101
"curicó","jornada completa","colombia","mujer",213,"2015",7301
"curicó","jornada completa","ecuador","hombre",54,"2015",7301
"curicó","jornada prolongada","argentina","hombre",64,"2015",7301
"el bosque","jornada completa","haití","hombre",177,"2015",13105
"el bosque","jornada completa","perú","hombre",37,"2015",13105
"el bosque","jornada completa","haití","mujer",177,"2015",13105
"el bosque","jornada completa","argentina","mujer",53,"2015",13105
"el bosque","jornada completa","perú","mujer",123,"2015",13105
"el bosque","jornada parcial","argentina","hombre",29,"2015",13105
"el bosque","jornada completa","paraguay","mujer",29,"2015",13105
"el quisco","jornada completa","ecuador","hombre",13,"2015",5604
"estación central","jornada prolongada","perú","mujer",102,"2015",13106
"estación central","jornada parcial","perú","mujer",290,"2015",13106
"estación central","jornada completa","colombia","mujer",230,"2015",13106
"estación central","jornada completa","argentina","hombre",88,"2015",13106
"estación central","jornada prolongada","perú","hombre",102,"2015",13106
"estación central","jornada completa","haití","hombre",460,"2015",13106
"estación central","jornada completa","perú","hombre",2251,"2015",13106
"estación central","otra","perú","hombre",166,"2015",13106
"estación central","jornada completa","perú","mujer",1027,"2015",13106
"estación central","jornada completa","haití","mujer",108,"2015",13106
"iquique","jornada completa","alemania","hombre",55,"2015",1101
"iquique","jornada completa","perú","mujer",1241,"2015",1101
"iquique","jornada completa","bolivia","hombre",1007,"2015",1101
"iquique","jornada completa","argentina","mujer",148,"2015",1101
"iquique","otra","colombia","mujer",72,"2015",1101
"iquique","jornada prolongada","francia","mujer",50,"2015",1101
"iquique","jornada completa","ecuador","hombre",113,"2015",1101
"iquique","jornada prolongada","bolivia","hombre",153,"2015",1101
"iquique","jornada completa","ecuador","mujer",203,"2015",1101
"iquique","jornada completa","colombia","hombre",412,"2015",1101
"iquique","otra","perú","hombre",75,"2015",1101
"iquique","otra","bolivia","hombre",30,"2015",1101
"iquique","jornada completa","brasil","mujer",28,"2015",1101
"iquique","otra","colombia","hombre",147,"2015",1101
"iquique","jornada prolongada","bolivia","mujer",66,"2015",1101
"iquique","jornada completa","paraguay","hombre",47,"2015",1101
"iquique","otra","estados unidos","mujer",55,"2015",1101
"iquique","jornada completa","pakistán","hombre",264,"2015",1101
"iquique","jornada completa","qatar","hombre",30,"2015",1101
"iquique","jornada completa","bolivia","mujer",1281,"2015",1101
"iquique","jornada completa","perú","hombre",863,"2015",1101
"iquique","jornada parcial","perú","mujer",343,"2015",1101
"iquique","otra","bolivia","mujer",130,"2015",1101
"iquique","otra","ecuador","mujer",76,"2015",1101
"iquique","jornada completa","colombia","mujer",617,"2015",1101
"iquique","jornada parcial","colombia","mujer",198,"2015",1101
"iquique","jornada prolongada","perú","hombre",153,"2015",1101
"iquique","jornada parcial","colombia","hombre",136,"2015",1101
"la florida","jornada prolongada","brasil","hombre",53,"2015",13110
"la florida","jornada completa","ecuador","mujer",202,"2015",13110
"la florida","jornada completa","perú","hombre",772,"2015",13110
"la florida","jornada completa","colombia","mujer",101,"2015",13110
"la florida","jornada completa","perú","mujer",122,"2015",13110
"la florida","jornada prolongada","brasil","mujer",159,"2015",13110
"la florida","jornada completa","españa","hombre",177,"2015",13110
"la granja","jornada completa","perú","hombre",235,"2015",13111
"la granja","jornada completa","colombia","hombre",89,"2015",13111
"la pintana","jornada completa","colombia","hombre",128,"2015",13112
"la pintana","jornada completa","colombia","mujer",250,"2015",13112
"la pintana","jornada completa","argentina","hombre",177,"2015",13112
"la pintana","jornada completa","ecuador","mujer",202,"2015",13112
"la pintana","jornada completa","perú","hombre",129,"2015",13112
"la serena","jornada prolongada","colombia","hombre",44,"2015",4101
"la serena","jornada completa","argentina","mujer",244,"2015",4101
"la serena","jornada completa","colombia","mujer",149,"2015",4101
"la serena","jornada prolongada","argentina","hombre",64,"2015",4101
"la serena","jornada completa","españa","hombre",74,"2015",4101
"la serena","jornada completa","brasil","hombre",102,"2015",4101
"la serena","jornada completa","colombia","hombre",49,"2015",4101
"la serena","otra","paraguay","hombre",89,"2015",4101
"la serena","jornada prolongada","república dominicana","hombre",156,"2015",4101
"la serena","jornada completa","argentina","hombre",104,"2015",4101
"la serena","jornada completa","italia","hombre",44,"2015",4101
"la serena","jornada completa","ecuador","hombre",38,"2015",4101
"las condes","otra","colombia","mujer",56,"2015",13114
"las condes","jornada completa","uruguay","mujer",135,"2015",13114
"las condes","jornada completa","bolivia","hombre",139,"2015",13114
"las condes","jornada completa","estados unidos","mujer",41,"2015",13114
"las condes","jornada completa","españa","hombre",142,"2015",13114
"las condes","jornada completa","bolivia","mujer",90,"2015",13114
"las condes","jornada prolongada","estados unidos","hombre",93,"2015",13114
"las condes","jornada completa","colombia","mujer",434,"2015",13114
"las condes","jornada completa","francia","hombre",157,"2015",13114
"las condes","jornada parcial","perú","mujer",156,"2015",13114
"las condes","jornada completa","argentina","hombre",589,"2015",13114
"las condes","jornada completa","venezuela","hombre",261,"2015",13114
"las condes","jornada completa","argentina","mujer",347,"2015",13114
"las condes","jornada completa","méxico","mujer",28,"2015",13114
"las condes","otra","españa","mujer",70,"2015",13114
"las condes","jornada completa","china","hombre",37,"2015",13114
"las condes","otra","argentina","mujer",108,"2015",13114
"las condes","jornada completa","perú","mujer",481,"2015",13114
"las condes","jornada completa","méxico","hombre",107,"2015",13114
"las condes","jornada completa","italia","hombre",176,"2015",13114
"las condes","jornada completa","colombia","hombre",463,"2015",13114
"las condes","jornada parcial","israel","mujer",102,"2015",13114
"las condes","jornada completa","alemania","hombre",167,"2015",13114
"las condes","jornada prolongada","brasil","hombre",142,"2015",13114
"las condes","jornada parcial","italia","hombre",109,"2015",13114
"las condes","jornada prolongada","ecuador","mujer",45,"2015",13114
"las condes","jornada completa","perú","hombre",174,"2015",13114
"las condes","jornada parcial","italia","mujer",69,"2015",13114
"las condes","jornada completa","uruguay","hombre",215,"2015",13114
"las condes","jornada completa","china","mujer",37,"2015",13114
"las condes","jornada completa","costa rica","hombre",127,"2015",13114
"las condes","jornada completa","venezuela","mujer",610,"2015",13114
"las condes","otra","uruguay","mujer",159,"2015",13114
"las condes","jornada parcial","suiza","hombre",76,"2015",13114
"las condes","jornada completa","españa","mujer",175,"2015",13114
"las condes","jornada completa","república dominicana","mujer",86,"2015",13114
"las condes","otra","argentina","hombre",152,"2015",13114
"lautaro","jornada completa","argentina","hombre",64,"2015",9108
"lebu","jornada completa","argentina","hombre",73,"2015",8201
"limache","jornada completa","italia","hombre",6,"2015",5802
"limache","jornada completa","argentina","hombre",5,"2015",5802
"linares","jornada parcial","bolivia","hombre",97,"2015",7401
"los andes","jornada completa","argentina","mujer",40,"2015",5301
"los andes","jornada prolongada","brasil","hombre",44,"2015",5301
"los andes","jornada completa","ecuador","mujer",66,"2015",5301
"los andes","jornada completa","venezuela","mujer",272,"2015",5301
"los andes","jornada completa","paraguay","hombre",48,"2015",5301
"los andes","jornada completa","venezuela","hombre",272,"2015",5301
"los andes","jornada completa","perú","hombre",55,"2015",5301
"los Ángeles","jornada completa","reino unido","hombre",53,"2015",8301
"los Ángeles","jornada parcial","colombia","mujer",21,"2015",8301
"los Ángeles","jornada completa","canadá","hombre",21,"2015",8301
"los Ángeles","jornada completa","españa","mujer",36,"2015",8301
"los Ángeles","jornada prolongada","perú","hombre",33,"2015",8301
"los Ángeles","jornada completa","perú","mujer",50,"2015",8301
"los Ángeles","jornada completa","perú","hombre",50,"2015",8301
"machalí","jornada completa","perú","hombre",38,"2015",6108
"machalí","jornada completa","cuba","hombre",71,"2015",6108
"machalí","jornada completa","cuba","mujer",75,"2015",6108
"machalí","jornada completa","perú","mujer",38,"2015",6108
"machalí","jornada completa","colombia","mujer",17,"2015",6108
"macul","jornada completa","perú","mujer",134,"2015",13118
"macul","jornada completa","perú","hombre",96,"2015",13118
"macul","jornada completa","polonia","mujer",226,"2015",13118
"macul","jornada completa","rusia","mujer",96,"2015",13118
"maipú","jornada prolongada","república dominicana","hombre",558,"2015",13119
"maipú","jornada completa","perú","mujer",1749,"2015",13119
"maipú","jornada parcial","perú","mujer",347,"2015",13119
"maipú","jornada completa","perú","hombre",534,"2015",13119
"maipú","jornada completa","colombia","mujer",541,"2015",13119
"maipú","jornada completa","colombia","hombre",541,"2015",13119
"maipú","jornada completa","méxico","hombre",587,"2015",13119
"maipú","jornada completa","nicaragua","mujer",389,"2015",13119
"melipilla","jornada completa","venezuela","mujer",197,"2015",13501
"melipilla","jornada completa","bolivia","mujer",693,"2015",13501
"melipilla","jornada completa","bolivia","hombre",1611,"2015",13501
"natales","jornada completa","turquía","mujer",9,"2015",12401
"natales","jornada parcial","estados unidos","hombre",15,"2015",12401
"natales","jornada completa","colombia","hombre",50,"2015",12401
"natales","jornada prolongada","colombia","mujer",15,"2015",12401
"Ñuñoa","jornada completa","francia","mujer",28,"2015",13120
"Ñuñoa","jornada completa","haití","hombre",36,"2015",13120
"Ñuñoa","jornada completa","argentina","mujer",158,"2015",13120
"Ñuñoa","jornada completa","argentina","hombre",184,"2015",13120
"Ñuñoa","jornada completa","estados unidos","hombre",53,"2015",13120
"Ñuñoa","jornada prolongada","colombia","mujer",27,"2015",13120
"Ñuñoa","jornada completa","brasil","hombre",130,"2015",13120
"Ñuñoa","jornada completa","italia","hombre",159,"2015",13120
"Ñuñoa","jornada completa","colombia","hombre",252,"2015",13120
"Ñuñoa","jornada parcial","argentina","hombre",35,"2015",13120
"Ñuñoa","jornada completa","argelia","hombre",79,"2015",13120
"Ñuñoa","jornada parcial","perú","hombre",20,"2015",13120
"Ñuñoa","jornada parcial","colombia","mujer",22,"2015",13120
"Ñuñoa","jornada parcial","bolivia","mujer",32,"2015",13120
"Ñuñoa","jornada completa","españa","hombre",172,"2015",13120
"Ñuñoa","jornada parcial","ecuador","mujer",17,"2015",13120
"Ñuñoa","jornada completa","ecuador","hombre",34,"2015",13120
"Ñuñoa","jornada parcial","reino unido","mujer",26,"2015",13120
"Ñuñoa","jornada parcial","argentina","mujer",41,"2015",13120
"Ñuñoa","jornada parcial","uruguay","hombre",98,"2015",13120
"Ñuñoa","jornada completa","colombia","mujer",223,"2015",13120
"Ñuñoa","jornada completa","cuba","hombre",23,"2015",13120
"Ñuñoa","jornada parcial","venezuela","hombre",10,"2015",13120
"Ñuñoa","otra","colombia","mujer",50,"2015",13120
"Ñuñoa","jornada prolongada","cuba","hombre",23,"2015",13120
"Ñuñoa","jornada completa","costa rica","mujer",54,"2015",13120
"Ñuñoa","jornada completa","españa","mujer",448,"2015",13120
"Ñuñoa","jornada completa","venezuela","hombre",50,"2015",13120
"Ñuñoa","jornada completa","italia","mujer",148,"2015",13120
"Ñuñoa","jornada completa","brasil","mujer",27,"2015",13120
"Ñuñoa","jornada parcial","perú","mujer",22,"2015",13120
"Ñuñoa","jornada completa","perú","mujer",155,"2015",13120
"Ñuñoa","otra","argentina","hombre",58,"2015",13120
"Ñuñoa","jornada parcial","brasil","mujer",117,"2015",13120
"Ñuñoa","jornada completa","venezuela","mujer",127,"2015",13120
"Ñuñoa","jornada parcial","bélgica","mujer",127,"2015",13120
"Ñuñoa","jornada completa","cuba","mujer",23,"2015",13120
"Ñuñoa","jornada parcial","turquía","mujer",50,"2015",13120
"Ñuñoa","jornada completa","perú","hombre",100,"2015",13120
"osorno","jornada completa","argentina","hombre",79,"2015",10301
"osorno","jornada parcial","argentina","hombre",134,"2015",10301
"ovalle","jornada completa","perú","hombre",127,"2015",4301
"ovalle","jornada parcial","perú","mujer",136,"2015",4301
"ovalle","jornada completa","perú","mujer",81,"2015",4301
"ovalle","jornada prolongada","colombia","mujer",64,"2015",4301
"pedro aguirre cerda","jornada completa","ucrania","hombre",83,"2015",13121
"pedro aguirre cerda","jornada prolongada","haití","hombre",60,"2015",13121
"pedro aguirre cerda","jornada completa","colombia","hombre",38,"2015",13121
"pedro aguirre cerda","jornada completa","haití","mujer",35,"2015",13121
"pedro aguirre cerda","jornada completa","estados unidos","hombre",58,"2015",13121
"pedro aguirre cerda","jornada prolongada","haití","mujer",60,"2015",13121
"pedro aguirre cerda","jornada completa","haití","hombre",95,"2015",13121
"pedro aguirre cerda","otra","haití","hombre",56,"2015",13121
"pedro aguirre cerda","jornada completa","república dominicana","mujer",60,"2015",13121
"peñalolén","jornada parcial","perú","mujer",432,"2015",13122
"peñalolén","jornada completa","perú","mujer",571,"2015",13122
"peñalolén","jornada completa","argentina","mujer",107,"2015",13122
"peñalolén","jornada completa","haití","hombre",107,"2015",13122
"peñalolén","jornada completa","colombia","hombre",396,"2015",13122
"peñalolén","jornada prolongada","perú","hombre",216,"2015",13122
"peñalolén","jornada completa","perú","hombre",689,"2015",13122
"peñalolén","jornada prolongada","haití","hombre",107,"2015",13122
"pichilemu","jornada parcial","paraguay","mujer",47,"2015",6201
"pichilemu","jornada completa","estados unidos","hombre",78,"2015",6201
"pitrufquén","jornada completa","argentina","hombre",17,"2015",9114
"pitrufquén","jornada completa","paraguay","hombre",22,"2015",9114
"porvenir","jornada completa","argentina","hombre",6,"2015",12301
"porvenir","jornada completa","argentina","mujer",6,"2015",12301
"pozo almonte","jornada completa","venezuela","mujer",6,"2015",1401
"pozo almonte","otra","bolivia","mujer",9,"2015",1401
"pozo almonte","jornada completa","colombia","hombre",23,"2015",1401
"pozo almonte","jornada completa","bolivia","hombre",161,"2015",1401
"pozo almonte","jornada completa","bolivia","mujer",100,"2015",1401
"pozo almonte","jornada completa","colombia","mujer",36,"2015",1401
"pozo almonte","otra","bolivia","hombre",12,"2015",1401
"pozo almonte","jornada completa","brasil","hombre",10,"2015",1401
"pozo almonte","otra","colombia","hombre",6,"2015",1401
"pozo almonte","jornada completa","perú","mujer",3,"2015",1401
"pozo almonte","jornada prolongada","bolivia","mujer",8,"2015",1401
"pozo almonte","jornada completa","perú","hombre",44,"2015",1401
"providencia","jornada completa","colombia","mujer",165,"2015",13123
"providencia","jornada prolongada","perú","mujer",77,"2015",13123
"providencia","jornada completa","francia","hombre",155,"2015",13123
"providencia","jornada parcial","colombia","mujer",29,"2015",13123
"providencia","jornada completa","cuba","hombre",121,"2015",13123
"providencia","jornada completa","el salvador","mujer",44,"2015",13123
"providencia","jornada completa","uruguay","mujer",66,"2015",13123
"providencia","jornada completa","italia","hombre",65,"2015",13123
"providencia","jornada parcial","dinamarca","mujer",32,"2015",13123
"providencia","jornada prolongada","bolivia","mujer",30,"2015",13123
"providencia","jornada parcial","argentina","hombre",79,"2015",13123
"providencia","jornada completa","estados unidos","mujer",84,"2015",13123
"providencia","jornada completa","francia","mujer",31,"2015",13123
"providencia","jornada prolongada","perú","hombre",97,"2015",13123
"providencia","jornada completa","reino unido","hombre",57,"2015",13123
"providencia","jornada completa","alemania","hombre",62,"2015",13123
"providencia","jornada completa","brasil","mujer",35,"2015",13123
"providencia","jornada completa","bolivia","hombre",116,"2015",13123
"providencia","otra","venezuela","mujer",49,"2015",13123
"providencia","jornada parcial","francia","mujer",30,"2015",13123
"providencia","otra","venezuela","hombre",49,"2015",13123
"providencia","jornada completa","méxico","hombre",74,"2015",13123
"providencia","jornada completa","ecuador","mujer",46,"2015",13123
"providencia","jornada completa","españa","mujer",265,"2015",13123
"providencia","jornada completa","costa rica","hombre",32,"2015",13123
"providencia","jornada completa","españa","hombre",404,"2015",13123
"providencia","otra","francia","mujer",46,"2015",13123
"providencia","jornada completa","italia","mujer",78,"2015",13123
"providencia","jornada completa","ecuador","hombre",221,"2015",13123
"providencia","jornada completa","argentina","mujer",104,"2015",13123
"providencia","jornada completa","perú","mujer",211,"2015",13123
"providencia","jornada parcial","alemania","mujer",76,"2015",13123
"providencia","jornada completa","filipinas","mujer",27,"2015",13123
"providencia","jornada completa","cuba","mujer",120,"2015",13123
"providencia","jornada parcial","venezuela","hombre",32,"2015",13123
"providencia","jornada completa","alemania","mujer",79,"2015",13123
"providencia","jornada completa","estados unidos","hombre",60,"2015",13123
"providencia","jornada completa","bolivia","mujer",186,"2015",13123
"providencia","jornada completa","perú","hombre",518,"2015",13123
"providencia","jornada completa","venezuela","mujer",190,"2015",13123
"providencia","jornada parcial","perú","mujer",62,"2015",13123
"providencia","jornada completa","brasil","hombre",68,"2015",13123
"providencia","jornada completa","colombia","hombre",219,"2015",13123
"providencia","jornada completa","argentina","hombre",289,"2015",13123
"providencia","jornada completa","venezuela","hombre",220,"2015",13123
"providencia","jornada completa","china","mujer",59,"2015",13123
"pudahuel","jornada completa","haití","mujer",167,"2015",13124
"pudahuel","jornada completa","república dominicana","mujer",163,"2015",13124
"pudahuel","jornada parcial","haití","hombre",126,"2015",13124
"pudahuel","jornada completa","colombia","hombre",1200,"2015",13124
"pudahuel","jornada completa","colombia","mujer",419,"2015",13124
"pudahuel","jornada completa","venezuela","mujer",284,"2015",13124
"pudahuel","jornada completa","perú","hombre",654,"2015",13124
"pudahuel","jornada completa","perú","mujer",83,"2015",13124
"pudahuel","jornada completa","ecuador","hombre",83,"2015",13124
"pudahuel","jornada completa","venezuela","hombre",284,"2015",13124
"puente alto","jornada parcial","colombia","hombre",169,"2015",13201
"puente alto","jornada completa","argentina","mujer",547,"2015",13201
"puente alto","jornada completa","colombia","mujer",184,"2015",13201
"puente alto","jornada completa","perú","hombre",404,"2015",13201
"puente alto","jornada completa","ecuador","mujer",295,"2015",13201
"puente alto","jornada completa","ecuador","hombre",304,"2015",13201
"puente alto","jornada completa","colombia","hombre",117,"2015",13201
"puente alto","jornada completa","perú","mujer",1109,"2015",13201
"puerto montt","jornada completa","venezuela","hombre",102,"2015",10101
"puerto montt","jornada completa","perú","mujer",64,"2015",10101
"puerto montt","jornada completa","colombia","hombre",98,"2015",10101
"puerto montt","jornada parcial","colombia","mujer",229,"2015",10101
"puerto montt","jornada completa","argentina","hombre",140,"2015",10101
"puerto montt","jornada completa","corea del sur","hombre",72,"2015",10101
"punta arenas","jornada completa","colombia","mujer",36,"2015",12101
"punta arenas","jornada completa","perú","hombre",49,"2015",12101
"punta arenas","jornada prolongada","argentina","hombre",30,"2015",12101
"punta arenas","jornada prolongada","república dominicana","mujer",46,"2015",12101
"punta arenas","jornada completa","república dominicana","mujer",130,"2015",12101
"punta arenas","jornada completa","argentina","mujer",55,"2015",12101
