"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"la cisterna","jornada completa","perú","mujer",83,"2013",13109
"la cruz","jornada completa","colombia","mujer",63,"2013",5504
"la cruz","jornada completa","colombia","hombre",126,"2013",5504
"la cruz","jornada completa","brasil","hombre",76,"2013",5504
"la florida","jornada completa","brasil","hombre",170,"2013",13110
"la florida","jornada completa","perú","hombre",464,"2013",13110
"la florida","jornada completa","alemania","mujer",176,"2013",13110
"la florida","jornada completa","españa","hombre",485,"2013",13110
"la florida","jornada completa","perú","mujer",335,"2013",13110
"la granja","jornada parcial","perú","mujer",294,"2013",13111
"la granja","jornada completa","argentina","hombre",109,"2013",13111
"la granja","jornada completa","perú","mujer",80,"2013",13111
"la granja","jornada completa","ecuador","hombre",158,"2013",13111
"la granja","jornada completa","ecuador","mujer",96,"2013",13111
"la pintana","jornada completa","argentina","hombre",204,"2013",13112
"la pintana","jornada completa","argentina","mujer",192,"2013",13112
"la reina","jornada completa","argentina","mujer",687,"2013",13113
"la reina","jornada completa","estados unidos","hombre",121,"2013",13113
"la reina","jornada completa","brasil","hombre",121,"2013",13113
"la reina","jornada completa","bélgica","hombre",364,"2013",13113
"la reina","jornada completa","colombia","mujer",121,"2013",13113
"la serena","jornada completa","colombia","mujer",240,"2013",4101
"la serena","jornada completa","venezuela","mujer",93,"2013",4101
"la serena","jornada completa","colombia","hombre",225,"2013",4101
"la serena","jornada parcial","colombia","mujer",61,"2013",4101
"la serena","jornada completa","bolivia","mujer",309,"2013",4101
"la serena","jornada completa","argentina","mujer",48,"2013",4101
"la serena","jornada completa","brasil","hombre",86,"2013",4101
"la unión","jornada completa","alemania","hombre",42,"2013",14201
"lampa","jornada completa","venezuela","hombre",93,"2013",13302
"lampa","jornada completa","bolivia","hombre",186,"2013",13302
"lampa","jornada completa","bolivia","mujer",93,"2013",13302
"lampa","otra","perú","hombre",237,"2013",13302
"las condes","jornada completa","perú","mujer",1439,"2013",13114
"las condes","jornada completa","ecuador","mujer",1255,"2013",13114
"las condes","jornada completa","argentina","mujer",396,"2013",13114
"las condes","jornada completa","españa","mujer",148,"2013",13114
"las condes","jornada prolongada","argentina","hombre",267,"2013",13114
"las condes","jornada completa","méxico","hombre",130,"2013",13114
"las condes","jornada completa","colombia","hombre",1329,"2013",13114
"las condes","jornada completa","francia","hombre",646,"2013",13114
"las condes","jornada completa","cuba","mujer",323,"2013",13114
"las condes","jornada completa","argentina","hombre",956,"2013",13114
"las condes","jornada prolongada","brasil","hombre",266,"2013",13114
"las condes","jornada completa","ecuador","hombre",117,"2013",13114
"las condes","jornada parcial","colombia","hombre",449,"2013",13114
"las condes","jornada completa","colombia","mujer",870,"2013",13114
"las condes","jornada completa","brasil","mujer",323,"2013",13114
"las condes","jornada completa","rusia","hombre",162,"2013",13114
"las condes","jornada prolongada","perú","hombre",241,"2013",13114
"las condes","jornada parcial","brasil","mujer",266,"2013",13114
"las condes","jornada completa","francia","mujer",323,"2013",13114
"las condes","jornada completa","venezuela","mujer",686,"2013",13114
"las condes","jornada completa","venezuela","hombre",827,"2013",13114
"las condes","jornada completa","españa","hombre",871,"2013",13114
"lautaro","jornada completa","perú","mujer",124,"2013",9108
"limache","jornada completa","españa","mujer",12,"2013",5802
"linares","jornada completa","perú","hombre",82,"2013",7401
"linares","jornada prolongada","argentina","mujer",99,"2013",7401
"linares","jornada completa","argentina","hombre",100,"2013",7401
"llaillay","jornada completa","no contesta","hombre",40,"2013",5703
"llanquihue","jornada completa","estados unidos","mujer",58,"2013",10107
"lo barnechea","jornada prolongada","perú","mujer",127,"2013",13115
"lo barnechea","jornada completa","paraguay","hombre",338,"2013",13115
"lo barnechea","jornada completa","colombia","mujer",182,"2013",13115
"lo barnechea","jornada completa","estados unidos","mujer",214,"2013",13115
"lo barnechea","jornada completa","república dominicana","mujer",214,"2013",13115
"lo barnechea","jornada completa","perú","hombre",1405,"2013",13115
"lo barnechea","jornada prolongada","paraguay","mujer",338,"2013",13115
"lo barnechea","jornada completa","perú","mujer",449,"2013",13115
"lo espejo","jornada parcial","argentina","hombre",229,"2013",13116
"lo espejo","jornada completa","argentina","mujer",168,"2013",13116
"lo prado","jornada completa","argentina","hombre",179,"2013",13117
"lo prado","jornada completa","perú","hombre",206,"2013",13117
"lo prado","jornada completa","bolivia","hombre",113,"2013",13117
"lo prado","jornada parcial","perú","mujer",129,"2013",13117
"lo prado","jornada completa","argentina","mujer",127,"2013",13117
"lo prado","jornada completa","perú","mujer",199,"2013",13117
"lo prado","jornada completa","colombia","mujer",398,"2013",13117
"los andes","jornada completa","perú","hombre",852,"2013",5301
"los andes","jornada prolongada","argentina","hombre",52,"2013",5301
"los andes","jornada completa","argentina","hombre",53,"2013",5301
"los Ángeles","jornada completa","perú","hombre",34,"2013",8301
"los Ángeles","jornada completa","armenia","mujer",40,"2013",8301
"los Ángeles","jornada completa","bolivia","hombre",81,"2013",8301
"los Ángeles","jornada completa","colombia","mujer",120,"2013",8301
"los vilos","jornada parcial","argentina","mujer",27,"2013",4203
"lota","jornada completa","perú","hombre",42,"2013",8106
"macul","jornada completa","perú","hombre",102,"2013",13118
"macul","jornada completa","perú","mujer",102,"2013",13118
"macul","jornada completa","cuba","mujer",387,"2013",13118
"maipú","jornada prolongada","colombia","mujer",239,"2013",13119
"maipú","jornada parcial","perú","mujer",190,"2013",13119
"maipú","jornada completa","argentina","mujer",358,"2013",13119
"maipú","jornada completa","suiza","hombre",173,"2013",13119
"maipú","jornada parcial","india","mujer",207,"2013",13119
"maipú","jornada completa","perú","hombre",190,"2013",13119
"maipú","jornada completa","perú","mujer",214,"2013",13119
"maipú","jornada completa","españa","hombre",173,"2013",13119
"maipú","jornada completa","argentina","hombre",234,"2013",13119
"maipú","jornada completa","colombia","mujer",424,"2013",13119
"maría elena","jornada completa","colombia","mujer",40,"2013",2302
"mariquina","jornada completa","bolivia","mujer",36,"2013",14106
"melipeuco","jornada parcial","argentina","mujer",14,"2013",9110
"melipilla","jornada completa","ecuador","hombre",112,"2013",13501
"melipilla","jornada completa","perú","mujer",155,"2013",13501
"monte patria","jornada completa","argentina","hombre",70,"2013",4303
"mostazal","jornada completa","argentina","hombre",92,"2013",6110
"mulchén","jornada completa","argentina","mujer",69,"2013",8305
"natales","jornada completa","perú","mujer",28,"2013",12401
"natales","jornada completa","colombia","mujer",24,"2013",12401
"negrete","jornada completa","italia","hombre",35,"2013",8307
"nogales","jornada completa","colombia","mujer",677,"2013",5506
"Ñuñoa","jornada completa","francia","hombre",508,"2013",13120
"Ñuñoa","jornada completa","cuba","mujer",151,"2013",13120
"Ñuñoa","jornada completa","venezuela","hombre",235,"2013",13120
"Ñuñoa","jornada completa","españa","hombre",149,"2013",13120
"Ñuñoa","jornada completa","argentina","mujer",80,"2013",13120
"Ñuñoa","jornada completa","australia","mujer",962,"2013",13120
"Ñuñoa","jornada completa","argentina","hombre",154,"2013",13120
"Ñuñoa","jornada completa","venezuela","mujer",121,"2013",13120
"Ñuñoa","jornada completa","bolivia","hombre",347,"2013",13120
"Ñuñoa","jornada completa","colombia","mujer",80,"2013",13120
"Ñuñoa","otra","colombia","hombre",80,"2013",13120
"Ñuñoa","jornada parcial","argentina","hombre",100,"2013",13120
"olmué","jornada completa","paraguay","mujer",44,"2013",5803
"osorno","jornada completa","guatemala","hombre",40,"2013",10301
"osorno","jornada completa","méxico","mujer",45,"2013",10301
"osorno","jornada completa","argentina","hombre",36,"2013",10301
"osorno","jornada completa","argentina","mujer",49,"2013",10301
"ovalle","jornada completa","perú","mujer",2180,"2013",4301
"ovalle","jornada completa","venezuela","mujer",59,"2013",4301
"padre las casas","jornada completa","argentina","hombre",38,"2013",9112
"padre las casas","jornada completa","argentina","mujer",70,"2013",9112
"paiguano","jornada completa","argentina","hombre",48,"2013",4105
"paillaco","jornada completa","argentina","hombre",21,"2013",14107
"panguipulli","jornada completa","estados unidos","mujer",16,"2013",14108
"pedro aguirre cerda","jornada completa","venezuela","mujer",300,"2013",13121
"pelluhue","jornada completa","ecuador","hombre",49,"2013",7203
"peñaflor","jornada completa","argentina","mujer",483,"2013",13605
"peñalolén","jornada parcial","argentina","mujer",96,"2013",13122
"peñalolén","jornada completa","perú","mujer",442,"2013",13122
"peñalolén","jornada completa","uruguay","hombre",120,"2013",13122
"peñalolén","jornada completa","perú","hombre",726,"2013",13122
"peralillo","jornada completa","argentina","hombre",40,"2013",6307
"peumo","jornada completa","argentina","hombre",23,"2013",6112
"pica","jornada completa","bolivia","hombre",157,"2013",1405
"pica","jornada completa","bolivia","mujer",52,"2013",1405
"pichidegua","jornada completa","ecuador","hombre",20,"2013",6113
"pichidegua","jornada completa","ecuador","mujer",20,"2013",6113
"pitrufquén","jornada parcial","argentina","mujer",38,"2013",9114
"placilla","jornada completa","nicaragua","hombre",53,"2013",6308
"placilla","jornada completa","argentina","mujer",59,"2013",6308
"porvenir","jornada completa","colombia","mujer",21,"2013",12301
"porvenir","jornada prolongada","colombia","mujer",21,"2013",12301
"providencia","jornada completa","colombia","hombre",175,"2013",13123
"providencia","jornada completa","cuba","hombre",71,"2013",13123
"providencia","jornada completa","colombia","mujer",215,"2013",13123
"providencia","jornada completa","alemania","mujer",50,"2013",13123
"providencia","jornada completa","españa","mujer",223,"2013",13123
"providencia","jornada completa","argentina","hombre",80,"2013",13123
"providencia","jornada completa","holanda","hombre",82,"2013",13123
"providencia","jornada completa","polonia","mujer",219,"2013",13123
"providencia","jornada completa","perú","hombre",1325,"2013",13123
"providencia","jornada completa","el salvador","hombre",284,"2013",13123
"providencia","jornada completa","grecia","mujer",107,"2013",13123
"providencia","jornada completa","brasil","hombre",80,"2013",13123
"providencia","jornada completa","alemania","hombre",338,"2013",13123
"providencia","jornada completa","perú","mujer",777,"2013",13123
"providencia","jornada completa","venezuela","mujer",80,"2013",13123
"providencia","jornada completa","españa","hombre",728,"2013",13123
"providencia","otra","italia","mujer",142,"2013",13123
"providencia","jornada completa","argentina","mujer",279,"2013",13123
"providencia","jornada completa","rusia","mujer",83,"2013",13123
"providencia","jornada parcial","colombia","mujer",52,"2013",13123
"providencia","jornada completa","estados unidos","hombre",88,"2013",13123
"providencia","jornada prolongada","argentina","hombre",58,"2013",13123
"providencia","jornada completa","uruguay","mujer",80,"2013",13123
"puchuncaví","jornada completa","argentina","hombre",302,"2013",5105
"pucón","jornada completa","argentina","hombre",218,"2013",9115
"pudahuel","jornada completa","colombia","hombre",82,"2013",13124
"pudahuel","jornada completa","argentina","mujer",407,"2013",13124
"pudahuel","jornada completa","el salvador","mujer",438,"2013",13124
"pudahuel","jornada completa","perú","mujer",177,"2013",13124
"pudahuel","jornada completa","ecuador","hombre",166,"2013",13124
"pudahuel","jornada completa","ecuador","mujer",166,"2013",13124
"puente alto","jornada completa","perú","mujer",204,"2013",13201
"puente alto","jornada completa","perú","hombre",541,"2013",13201
"puente alto","jornada completa","argentina","hombre",131,"2013",13201
"puente alto","jornada completa","argentina","mujer",952,"2013",13201
"puente alto","jornada completa","ecuador","mujer",109,"2013",13201
"puerto montt","jornada completa","argentina","hombre",299,"2013",10101
"puerto montt","jornada completa","colombia","mujer",123,"2013",10101
"puerto montt","jornada parcial","argentina","mujer",84,"2013",10101
"puerto montt","jornada completa","honduras","hombre",98,"2013",10101
"puerto montt","jornada completa","francia","mujer",41,"2013",10101
"puerto montt","jornada completa","argentina","mujer",366,"2013",10101
"puerto varas","jornada parcial","argentina","mujer",41,"2013",10109
"puerto varas","jornada completa","brasil","mujer",47,"2013",10109
"puerto varas","jornada completa","venezuela","hombre",41,"2013",10109
"punta arenas","jornada completa","argentina","hombre",156,"2013",12101
"punta arenas","jornada prolongada","argentina","hombre",13,"2013",12101
"punta arenas","jornada completa","república dominicana","hombre",46,"2013",12101
"punta arenas","jornada completa","argentina","mujer",164,"2013",12101
"punta arenas","jornada completa","venezuela","mujer",49,"2013",12101
"punta arenas","jornada completa","perú","mujer",18,"2013",12101
"punta arenas","jornada parcial","argentina","mujer",28,"2013",12101
"punta arenas","jornada completa","uruguay","hombre",16,"2013",12101
"punta arenas","jornada completa","indonesia","mujer",24,"2013",12101
"punta arenas","jornada completa","no contesta","hombre",15,"2013",12101
"punta arenas","jornada completa","república dominicana","mujer",30,"2013",12101
"punta arenas","jornada prolongada","argentina","mujer",23,"2013",12101
"punta arenas","jornada parcial","argentina","hombre",32,"2013",12101
"putaendo","jornada completa","el salvador","mujer",166,"2013",5705
"putre","jornada completa","israel","hombre",5,"2013",15201
"putre","jornada parcial","perú","hombre",3,"2013",15201
"putre","jornada completa","perú","hombre",3,"2013",15201
"putre","jornada parcial","bolivia","mujer",3,"2013",15201
"putre","jornada completa","bolivia","hombre",18,"2013",15201
"putre","jornada completa","bolivia","mujer",14,"2013",15201
"quellón","jornada completa","haití","hombre",67,"2013",10208
"quellón","jornada completa","argentina","hombre",152,"2013",10208
"quellón","jornada completa","argentina","mujer",58,"2013",10208
"quellón","otra","colombia","hombre",79,"2013",10208
"quellón","jornada completa","colombia","mujer",79,"2013",10208
"quilicura","jornada completa","argentina","mujer",245,"2013",13125
"quilicura","jornada prolongada","haití","mujer",245,"2013",13125
"quilicura","jornada completa","colombia","hombre",398,"2013",13125
"quilicura","jornada completa","perú","hombre",1307,"2013",13125
"quilicura","jornada completa","haití","mujer",144,"2013",13125
"quilicura","jornada prolongada","haití","hombre",151,"2013",13125
"quilicura","jornada completa","perú","mujer",1701,"2013",13125
