"a","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"calama","chilena y otra (doble nacionalidad)","bolivia","hombre",28,"2013",2201
"calbuco","chilena (exclusivamente)","paraguay","mujer",28,"2013",10102
"caldera","otra nacionalidad (extranjeros)","bolivia","mujer",14,"2013",3102
"calera","chilena (exclusivamente)","argentina","mujer",477,"2013",5502
"calera","chilena y otra (doble nacionalidad)","italia","mujer",83,"2013",5502
"calera","otra nacionalidad (extranjeros)","argentina","hombre",96,"2013",5502
"calle larga","chilena (exclusivamente)","argentina","mujer",47,"2013",5302
"calle larga","otra nacionalidad (extranjeros)","argentina","mujer",47,"2013",5302
"camarones","otra nacionalidad (extranjeros)","perú","mujer",65,"2013",15102
"camarones","otra nacionalidad (extranjeros)","bolivia","hombre",42,"2013",15102
"camiña","otra nacionalidad (extranjeros)","bolivia","mujer",26,"2013",1402
"camiña","otra nacionalidad (extranjeros)","perú","mujer",3,"2013",1402
"camiña","otra nacionalidad (extranjeros)","bolivia","hombre",24,"2013",1402
"cartagena","chilena y otra (doble nacionalidad)","francia","mujer",178,"2013",5603
"casablanca","chilena (exclusivamente)","nicaragua","mujer",42,"2013",5102
"casablanca","chilena (exclusivamente)","nicaragua","hombre",42,"2013",5102
"casablanca","otra nacionalidad (extranjeros)","argentina","hombre",49,"2013",5102
"castro","chilena (exclusivamente)","argentina","hombre",495,"2013",10201
"castro","otra nacionalidad (extranjeros)","perú","mujer",370,"2013",10201
"cerrillos","otra nacionalidad (extranjeros)","perú","hombre",132,"2013",13102
"cerrillos","otra nacionalidad (extranjeros)","argentina","hombre",104,"2013",13102
"cerrillos","chilena (exclusivamente)","uruguay","hombre",73,"2013",13102
"cerrillos","chilena (exclusivamente)","canadá","hombre",73,"2013",13102
"cerrillos","otra nacionalidad (extranjeros)","perú","mujer",132,"2013",13102
"cerro navia","otra nacionalidad (extranjeros)","colombia","mujer",222,"2013",13103
"cerro navia","otra nacionalidad (extranjeros)","perú","mujer",372,"2013",13103
"cerro navia","chilena y otra (doble nacionalidad)","argentina","mujer",243,"2013",13103
"cerro navia","otra nacionalidad (extranjeros)","perú","hombre",390,"2013",13103
"cerro navia","chilena y otra (doble nacionalidad)","argentina","hombre",631,"2013",13103
"cerro navia","otra nacionalidad (extranjeros)","colombia","hombre",374,"2013",13103
"chañaral","otra nacionalidad (extranjeros)","colombia","mujer",27,"2013",3201
"chañaral","otra nacionalidad (extranjeros)","perú","hombre",58,"2013",3201
"chañaral","otra nacionalidad (extranjeros)","perú","mujer",116,"2013",3201
"chépica","otra nacionalidad (extranjeros)","perú","mujer",50,"2013",6302
"chiguayante","chilena (exclusivamente)","argentina","hombre",270,"2013",8103
"chiguayante","chilena y otra (doble nacionalidad)","ecuador","hombre",98,"2013",8103
"chiguayante","otra nacionalidad (extranjeros)","argentina","hombre",74,"2013",8103
"chiguayante","chilena y otra (doble nacionalidad)","argentina","hombre",101,"2013",8103
"chiguayante","otra nacionalidad (extranjeros)","méxico","hombre",74,"2013",8103
"chiguayante","otra nacionalidad (extranjeros)","reino unido","hombre",51,"2013",8103
"chiguayante","otra nacionalidad (extranjeros)","estados unidos","hombre",148,"2013",8103
"chile chico","chilena (exclusivamente)","argentina","hombre",35,"2013",11401
"chile chico","otra nacionalidad (extranjeros)","no contesta","hombre",16,"2013",11401
"chile chico","otra nacionalidad (extranjeros)","colombia","hombre",16,"2013",11401
"chile chico","chilena (exclusivamente)","argentina","mujer",105,"2013",11401
"chile chico","otra nacionalidad (extranjeros)","venezuela","hombre",35,"2013",11401
"chile chico","chilena y otra (doble nacionalidad)","argentina","hombre",20,"2013",11401
"chile chico","otra nacionalidad (extranjeros)","colombia","mujer",47,"2013",11401
"chillán","otra nacionalidad (extranjeros)","francia","mujer",77,"2013",16101
"chillán","otra nacionalidad (extranjeros)","brasil","mujer",104,"2013",16101
"chillán","otra nacionalidad (extranjeros)","colombia","hombre",56,"2013",16101
"chillán","chilena y otra (doble nacionalidad)","argentina","hombre",80,"2013",16101
"chillán","chilena (exclusivamente)","argentina","mujer",246,"2013",16101
"chillán","otra nacionalidad (extranjeros)","brasil","hombre",128,"2013",16101
"chillán","chilena (exclusivamente)","perú","hombre",77,"2013",16101
"chillán","chilena y otra (doble nacionalidad)","argentina","mujer",84,"2013",16101
"chillán","chilena y otra (doble nacionalidad)","brasil","mujer",40,"2013",16101
"chillán viejo","otra nacionalidad (extranjeros)","colombia","mujer",33,"2013",16103
"chonchi","chilena (exclusivamente)","argentina","hombre",28,"2013",10203
"cisnes","otra nacionalidad (extranjeros)","argentina","mujer",106,"2013",11202
"cisnes","otra nacionalidad (extranjeros)","argentina","hombre",11,"2013",11202
"cobquecura","chilena (exclusivamente)","españa","mujer",44,"2013",16202
"coihueco","otra nacionalidad (extranjeros)","suiza","mujer",45,"2013",16302
"coihueco","chilena (exclusivamente)","argentina","mujer",27,"2013",16302
"coihueco","otra nacionalidad (extranjeros)","suiza","hombre",45,"2013",16302
"colbún","chilena (exclusivamente)","reino unido","mujer",13,"2013",7402
"colina","chilena y otra (doble nacionalidad)","argentina","mujer",285,"2013",13301
"colina","otra nacionalidad (extranjeros)","perú","mujer",532,"2013",13301
"colina","otra nacionalidad (extranjeros)","perú","hombre",352,"2013",13301
"collipulli","chilena (exclusivamente)","canadá","mujer",40,"2013",9202
"concepción","chilena (exclusivamente)","argentina","hombre",232,"2013",8101
"concepción","otra nacionalidad (extranjeros)","italia","mujer",42,"2013",8101
"concepción","chilena (exclusivamente)","venezuela","hombre",60,"2013",8101
"concepción","otra nacionalidad (extranjeros)","cuba","hombre",60,"2013",8101
"concepción","chilena (exclusivamente)","argentina","mujer",89,"2013",8101
"concepción","otra nacionalidad (extranjeros)","méxico","hombre",34,"2013",8101
"concepción","otra nacionalidad (extranjeros)","perú","mujer",192,"2013",8101
"concepción","otra nacionalidad (extranjeros)","perú","hombre",240,"2013",8101
"concepción","otra nacionalidad (extranjeros)","colombia","mujer",70,"2013",8101
"concepción","otra nacionalidad (extranjeros)","colombia","hombre",101,"2013",8101
"concepción","otra nacionalidad (extranjeros)","alemania","mujer",71,"2013",8101
"concepción","chilena (exclusivamente)","españa","mujer",101,"2013",8101
"concepción","otra nacionalidad (extranjeros)","argentina","hombre",154,"2013",8101
"conchalí","otra nacionalidad (extranjeros)","ecuador","hombre",68,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","venezuela","mujer",130,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","perú","mujer",1454,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","estados unidos","hombre",68,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","bolivia","hombre",438,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","perú","hombre",1329,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","españa","hombre",189,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","república dominicana","mujer",136,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","argentina","mujer",67,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","república dominicana","hombre",68,"2013",13104
"conchalí","chilena y otra (doble nacionalidad)","argentina","hombre",632,"2013",13104
"conchalí","chilena y otra (doble nacionalidad)","argentina","mujer",316,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","colombia","mujer",130,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","venezuela","hombre",260,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","bolivia","mujer",292,"2013",13104
"conchalí","otra nacionalidad (extranjeros)","argentina","hombre",134,"2013",13104
"concón","chilena (exclusivamente)","méxico","mujer",221,"2013",5103
"concón","chilena y otra (doble nacionalidad)","reino unido","hombre",86,"2013",5103
"concón","otra nacionalidad (extranjeros)","reino unido","hombre",221,"2013",5103
"concón","chilena (exclusivamente)","estados unidos","mujer",221,"2013",5103
"concón","otra nacionalidad (extranjeros)","ecuador","mujer",347,"2013",5103
"copiapó","otra nacionalidad (extranjeros)","colombia","mujer",460,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","rumanía","mujer",44,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","españa","hombre",105,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","líbano","hombre",61,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","argentina","hombre",54,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","bolivia","mujer",141,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","argentina","mujer",27,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","brasil","mujer",65,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","argentina","mujer",39,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","colombia","hombre",46,"2013",3101
"copiapó","chilena (exclusivamente)","argentina","mujer",46,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","ecuador","mujer",161,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","rumanía","hombre",44,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","colombia","hombre",674,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","argentina","hombre",78,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","colombia","mujer",92,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","perú","mujer",125,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","costa rica","hombre",78,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","ecuador","hombre",105,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","perú","hombre",108,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","brasil","mujer",88,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","brasil","hombre",132,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","perú","hombre",46,"2013",3101
"copiapó","otra nacionalidad (extranjeros)","bolivia","hombre",94,"2013",3101
"copiapó","chilena y otra (doble nacionalidad)","bolivia","mujer",30,"2013",3101
"coquimbo","chilena y otra (doble nacionalidad)","argentina","mujer",63,"2013",4102
"coquimbo","chilena (exclusivamente)","argentina","mujer",179,"2013",4102
"coquimbo","chilena (exclusivamente)","argentina","hombre",70,"2013",4102
"coquimbo","otra nacionalidad (extranjeros)","colombia","hombre",41,"2013",4102
"coquimbo","otra nacionalidad (extranjeros)","brasil","hombre",119,"2013",4102
"coquimbo","otra nacionalidad (extranjeros)","colombia","mujer",207,"2013",4102
"coquimbo","chilena (exclusivamente)","perú","mujer",57,"2013",4102
"coquimbo","otra nacionalidad (extranjeros)","brasil","mujer",119,"2013",4102
"coquimbo","otra nacionalidad (extranjeros)","perú","hombre",89,"2013",4102
"coquimbo","otra nacionalidad (extranjeros)","argentina","mujer",50,"2013",4102
"coquimbo","otra nacionalidad (extranjeros)","uruguay","hombre",65,"2013",4102
"coquimbo","chilena y otra (doble nacionalidad)","venezuela","mujer",46,"2013",4102
"coquimbo","chilena y otra (doble nacionalidad)","bolivia","mujer",60,"2013",4102
"coronel","chilena y otra (doble nacionalidad)","brasil","hombre",41,"2013",8102
"corral","otra nacionalidad (extranjeros)","uruguay","mujer",23,"2013",14102
"corral","otra nacionalidad (extranjeros)","uruguay","hombre",46,"2013",14102
"coyhaique","otra nacionalidad (extranjeros)","estados unidos","mujer",19,"2013",11101
"coyhaique","otra nacionalidad (extranjeros)","colombia","mujer",21,"2013",11101
"coyhaique","chilena (exclusivamente)","venezuela","mujer",20,"2013",11101
"coyhaique","otra nacionalidad (extranjeros)","colombia","hombre",21,"2013",11101
"coyhaique","otra nacionalidad (extranjeros)","argentina","hombre",46,"2013",11101
"coyhaique","chilena y otra (doble nacionalidad)","ecuador","hombre",13,"2013",11101
"coyhaique","chilena (exclusivamente)","argentina","mujer",141,"2013",11101
"coyhaique","otra nacionalidad (extranjeros)","ecuador","hombre",13,"2013",11101
"coyhaique","otra nacionalidad (extranjeros)","argentina","mujer",62,"2013",11101
"coyhaique","chilena (exclusivamente)","argentina","hombre",103,"2013",11101
"coyhaique","chilena y otra (doble nacionalidad)","bolivia","mujer",28,"2013",11101
"coyhaique","chilena y otra (doble nacionalidad)","argentina","mujer",63,"2013",11101
"coyhaique","otra nacionalidad (extranjeros)","reino unido","hombre",16,"2013",11101
"coyhaique","chilena y otra (doble nacionalidad)","ecuador","mujer",13,"2013",11101
"coyhaique","chilena y otra (doble nacionalidad)","bolivia","hombre",14,"2013",11101
"coyhaique","otra nacionalidad (extranjeros)","ecuador","mujer",26,"2013",11101
"coyhaique","chilena y otra (doble nacionalidad)","argentina","hombre",54,"2013",11101
"cunco","chilena (exclusivamente)","argentina","hombre",57,"2013",9103
"cunco","chilena y otra (doble nacionalidad)","argentina","hombre",91,"2013",9103
"curacautín","chilena y otra (doble nacionalidad)","argentina","mujer",80,"2013",9203
"curacautín","chilena (exclusivamente)","argentina","mujer",80,"2013",9203
"curacautín","chilena (exclusivamente)","argentina","hombre",40,"2013",9203
"curacautín","chilena y otra (doble nacionalidad)","eslovenia","hombre",115,"2013",9203
"curacaví","otra nacionalidad (extranjeros)","argentina","hombre",137,"2013",13503
"curacaví","otra nacionalidad (extranjeros)","argentina","mujer",334,"2013",13503
"curaco de vélez","otra nacionalidad (extranjeros)","argentina","hombre",33,"2013",10204
"curanilahue","chilena y otra (doble nacionalidad)","argentina","mujer",29,"2013",8205
"curanilahue","chilena (exclusivamente)","ecuador","hombre",25,"2013",8205
"curarrehue","otra nacionalidad (extranjeros)","argentina","mujer",35,"2013",9104
"curarrehue","chilena y otra (doble nacionalidad)","argentina","mujer",34,"2013",9104
"curarrehue","chilena (exclusivamente)","argentina","mujer",39,"2013",9104
"curicó","otra nacionalidad (extranjeros)","perú","hombre",216,"2013",7301
"curicó","otra nacionalidad (extranjeros)","perú","mujer",56,"2013",7301
"curicó","otra nacionalidad (extranjeros)","ucrania","mujer",25,"2013",7301
"curicó","chilena (exclusivamente)","ucrania","mujer",25,"2013",7301
"curicó","chilena y otra (doble nacionalidad)","argentina","mujer",134,"2013",7301
"curicó","otra nacionalidad (extranjeros)","argentina","hombre",90,"2013",7301
"curicó","otra nacionalidad (extranjeros)","estados unidos","hombre",25,"2013",7301
"curicó","chilena y otra (doble nacionalidad)","argentina","hombre",41,"2013",7301
"curicó","otra nacionalidad (extranjeros)","paraguay","mujer",16,"2013",7301
"curicó","otra nacionalidad (extranjeros)","italia","hombre",27,"2013",7301
"curicó","otra nacionalidad (extranjeros)","brasil","mujer",21,"2013",7301
"curicó","otra nacionalidad (extranjeros)","españa","hombre",34,"2013",7301
"dalcahue","chilena y otra (doble nacionalidad)","argentina","hombre",97,"2013",10205
"dalcahue","chilena y otra (doble nacionalidad)","argentina","mujer",97,"2013",10205
"dalcahue","chilena (exclusivamente)","brasil","hombre",32,"2013",10205
"dalcahue","chilena (exclusivamente)","rusia","mujer",97,"2013",10205
"dalcahue","otra nacionalidad (extranjeros)","perú","mujer",40,"2013",10205
"dalcahue","chilena (exclusivamente)","argentina","mujer",32,"2013",10205
"diego de almagro","chilena (exclusivamente)","argentina","mujer",28,"2013",3202
"el bosque","chilena (exclusivamente)","perú","hombre",288,"2013",13105
"el bosque","chilena (exclusivamente)","perú","mujer",356,"2013",13105
"el bosque","otra nacionalidad (extranjeros)","colombia","hombre",280,"2013",13105
"el bosque","otra nacionalidad (extranjeros)","españa","mujer",253,"2013",13105
"el bosque","otra nacionalidad (extranjeros)","perú","hombre",95,"2013",13105
"el bosque","otra nacionalidad (extranjeros)","colombia","mujer",140,"2013",13105
"el bosque","chilena (exclusivamente)","ecuador","hombre",89,"2013",13105
"el monte","otra nacionalidad (extranjeros)","ecuador","hombre",440,"2013",13602
"el monte","otra nacionalidad (extranjeros)","perú","mujer",440,"2013",13602
"el monte","otra nacionalidad (extranjeros)","perú","hombre",528,"2013",13602
"el quisco","otra nacionalidad (extranjeros)","venezuela","mujer",91,"2013",5604
"el quisco","chilena y otra (doble nacionalidad)","suecia","hombre",384,"2013",5604
"el quisco","chilena (exclusivamente)","francia","hombre",212,"2013",5604
"el quisco","chilena y otra (doble nacionalidad)","venezuela","mujer",182,"2013",5604
"estación central","otra nacionalidad (extranjeros)","argentina","mujer",350,"2013",13106
"estación central","otra nacionalidad (extranjeros)","haití","mujer",75,"2013",13106
"estación central","chilena y otra (doble nacionalidad)","perú","hombre",299,"2013",13106
"estación central","otra nacionalidad (extranjeros)","perú","mujer",850,"2013",13106
"estación central","chilena y otra (doble nacionalidad)","perú","mujer",265,"2013",13106
"estación central","otra nacionalidad (extranjeros)","cuba","mujer",90,"2013",13106
"estación central","otra nacionalidad (extranjeros)","italia","mujer",90,"2013",13106
"estación central","otra nacionalidad (extranjeros)","colombia","hombre",113,"2013",13106
"estación central","chilena (exclusivamente)","argentina","hombre",68,"2013",13106
"estación central","chilena (exclusivamente)","argentina","mujer",129,"2013",13106
"estación central","otra nacionalidad (extranjeros)","haití","hombre",186,"2013",13106
"estación central","otra nacionalidad (extranjeros)","colombia","mujer",113,"2013",13106
