"unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"alhué","sí, ahora mismo","13111","mujer",4,"2009",13502
"alhué","no","14108","hombre",4,"2009",13502
"alhué","no","13501","mujer",53,"2009",13502
"alhué","no","5604","mujer",6,"2009",13502
"alhué","sí, en otra época del año","13501","mujer",14,"2009",13502
"alhué","no","6301","hombre",6,"2009",13502
"alhué","sí, en otra época del año","5507","mujer",6,"2009",13502
"alhué","no","7301","hombre",6,"2009",13502
"alhué","no","13101","hombre",36,"2009",13502
"alhué","no","","mujer",763,"2009",13502
"alhué","no","6107","mujer",17,"2009",13502
"alhué","no","6107","hombre",12,"2009",13502
"alhué","sí, en otra época del año","","mujer",66,"2009",13502
"alhué","sí, ahora mismo","","hombre",56,"2009",13502
"alhué","no","9101","mujer",6,"2009",13502
"alhué","no","6205","mujer",8,"2009",13502
"alhué","sí, en otra época del año","13129","hombre",6,"2009",13502
"alhué","no","8101","mujer",8,"2009",13502
"alhué","no","16023","mujer",11,"2009",13502
"alto bío bío","no","8308","mujer",26,"2009",8314
"alto bío bío","no","13130","mujer",12,"2009",8314
"alto bío bío","no","8106","mujer",14,"2009",8314
"alto bío bío","no","14108","mujer",13,"2009",8314
"alto bío bío","no","8311","hombre",87,"2009",8314
"alto bío bío","no","8101","mujer",14,"2009",8314
"alto bío bío","sí, ahora mismo","","mujer",531,"2009",8314
"alto bío bío","no","13101","mujer",14,"2009",8314
"alto bío bío","no","","mujer",2152,"2009",8314
"alto bío bío","no","8301","mujer",55,"2009",8314
"alto bío bío","no","","hombre",1354,"2009",8314
"alto bío bío","no","99999","mujer",13,"2009",8314
"alto bío bío","no","8305","hombre",13,"2009",8314
"alto bío bío","no","13101","hombre",14,"2009",8314
"alto bío bío","sí, ahora mismo","8303","mujer",5,"2009",8314
"alto bío bío","no","8305","mujer",14,"2009",8314
"alto bío bío","no","9202","hombre",14,"2009",8314
"alto bío bío","sí, ahora mismo","","hombre",619,"2009",8314
"alto bío bío","no","8311","mujer",133,"2009",8314
"alto bío bío","sí, en otra época del año","","hombre",108,"2009",8314
"alto bío bío","sí, ahora mismo","13101","hombre",14,"2009",8314
"alto bío bío","no","9203","hombre",13,"2009",8314
"alto bío bío","no","8202","hombre",14,"2009",8314
"alto bío bío","sí, ahora mismo","8311","hombre",28,"2009",8314
"alto bío bío","no","8309","hombre",12,"2009",8314
"alto bío bío","sí, en otra época del año","","mujer",167,"2009",8314
"alto bío bío","no","13302","mujer",12,"2009",8314
"alto del carmen","sí, en otra época del año","15101","mujer",9,"2009",3302
"alto del carmen","no","3301","hombre",6,"2009",3302
"alto del carmen","no","4105","mujer",6,"2009",3302
"alto del carmen","no","4106","mujer",16,"2009",3302
"alto del carmen","no","3301","mujer",17,"2009",3302
"alto del carmen","no","15101","hombre",6,"2009",3302
"alto del carmen","sí, en otra época del año","","hombre",30,"2009",3302
"alto del carmen","no","2201","mujer",27,"2009",3302
"alto del carmen","no","3302","hombre",8,"2009",3302
"alto del carmen","no","1101","hombre",8,"2009",3302
"alto del carmen","no","4101","hombre",8,"2009",3302
"alto del carmen","no","","mujer",1122,"2009",3302
"alto del carmen","no","4301","hombre",14,"2009",3302
"alto del carmen","sí, ahora mismo","","hombre",8,"2009",3302
"alto del carmen","sí, ahora mismo","","mujer",27,"2009",3302
"alto del carmen","no","3303","mujer",8,"2009",3302
"alto del carmen","no","2101","mujer",9,"2009",3302
"alto del carmen","no","2101","hombre",9,"2009",3302
"alto del carmen","sí, en otra época del año","","mujer",67,"2009",3302
"alto del carmen","no","","hombre",399,"2009",3302
"alto del carmen","no","5301","hombre",10,"2009",3302
"alto del carmen","no","3101","mujer",9,"2009",3302
"alto del carmen","no","2302","mujer",8,"2009",3302
"alto hospicio","no","5705","hombre",52,"2009",1107
"alto hospicio","no","2301","hombre",116,"2009",1107
"alto hospicio","sí, en otra época del año","3301","hombre",40,"2009",1107
"alto hospicio","no","8107","mujer",55,"2009",1107
"alto hospicio","no","4101","mujer",97,"2009",1107
"alto hospicio","no","9108","hombre",56,"2009",1107
"alto hospicio","no","5502","mujer",236,"2009",1107
"alto hospicio","no","8111","mujer",128,"2009",1107
"alto hospicio","no","7401","hombre",40,"2009",1107
"alto hospicio","no","5701","mujer",55,"2009",1107
"alto hospicio","no","4304","mujer",40,"2009",1107
"alto hospicio","no","1404","hombre",93,"2009",1107
"alto hospicio","no","15101","hombre",116,"2009",1107
"alto hospicio","no","13124","mujer",116,"2009",1107
"alto hospicio","no","5401","mujer",168,"2009",1107
"alto hospicio","no","16023","mujer",378,"2009",1107
"alto hospicio","no","8101","mujer",841,"2009",1107
"alto hospicio","no","16005","mujer",489,"2009",1107
"alto hospicio","sí, ahora mismo","","hombre",158,"2009",1107
"alto hospicio","sí, ahora mismo","","mujer",106,"2009",1107
"alto hospicio","no","16011","mujer",58,"2009",1107
"alto hospicio","no","12101","mujer",40,"2009",1107
"alto hospicio","no","4201","hombre",276,"2009",1107
"alto hospicio","sí, en otra época del año","2201","mujer",166,"2009",1107
"alto hospicio","no","16008","hombre",55,"2009",1107
"alto hospicio","sí, ahora mismo","13101","hombre",48,"2009",1107
"alto hospicio","no","1401","mujer",90,"2009",1107
"alto hospicio","sí, en otra época del año","5106","mujer",50,"2009",1107
"alto hospicio","no","5106","mujer",61,"2009",1107
"alto hospicio","no","9114","mujer",55,"2009",1107
"alto hospicio","no","8207","hombre",116,"2009",1107
"alto hospicio","no","1403","mujer",903,"2009",1107
"alto hospicio","no","4301","mujer",388,"2009",1107
"alto hospicio","no","15101","mujer",844,"2009",1107
"alto hospicio","no","2302","mujer",96,"2009",1107
"alto hospicio","no","5108","mujer",80,"2009",1107
"alto hospicio","no","3101","mujer",174,"2009",1107
"alto hospicio","sí, en otra época del año","7101","mujer",50,"2009",1107
"alto hospicio","no","4204","mujer",241,"2009",1107
"alto hospicio","sí, en otra época del año","1101","hombre",178,"2009",1107
"alto hospicio","no","4201","mujer",236,"2009",1107
"alto hospicio","no","5109","mujer",164,"2009",1107
"alto hospicio","no","11301","mujer",51,"2009",1107
"alto hospicio","sí, en otra época del año","15101","mujer",56,"2009",1107
"alto hospicio","sí, ahora mismo","1101","mujer",355,"2009",1107
"alto hospicio","no","16008","mujer",55,"2009",1107
"alto hospicio","no","10301","mujer",166,"2009",1107
"alto hospicio","sí, ahora mismo","14101","hombre",40,"2009",1107
"alto hospicio","no","14101","mujer",337,"2009",1107
"alto hospicio","no","14203","mujer",46,"2009",1107
"alto hospicio","no","5101","mujer",1198,"2009",1107
"alto hospicio","no","5101","hombre",596,"2009",1107
"alto hospicio","sí, ahora mismo","6101","mujer",50,"2009",1107
"alto hospicio","sí, en otra época del año","1101","mujer",805,"2009",1107
"alto hospicio","no","4102","mujer",128,"2009",1107
"alto hospicio","no","13101","mujer",672,"2009",1107
"alto hospicio","no","2101","mujer",112,"2009",1107
"alto hospicio","sí, ahora mismo","2101","hombre",45,"2009",1107
"alto hospicio","no","9209","mujer",56,"2009",1107
"alto hospicio","sí, ahora mismo","6110","hombre",288,"2009",1107
"alto hospicio","no","1401","hombre",174,"2009",1107
"alto hospicio","no","8101","hombre",164,"2009",1107
"alto hospicio","no","6101","mujer",55,"2009",1107
"alto hospicio","no","4104","hombre",52,"2009",1107
"alto hospicio","no","7301","mujer",48,"2009",1107
"alto hospicio","no","","mujer",1747,"2009",1107
"alto hospicio","no","99999","hombre",101,"2009",1107
"alto hospicio","no","3304","mujer",40,"2009",1107
"alto hospicio","sí, en otra época del año","5101","hombre",58,"2009",1107
"alto hospicio","no","1403","hombre",260,"2009",1107
"alto hospicio","no","4101","hombre",64,"2009",1107
"alto hospicio","sí, en otra época del año","9114","mujer",55,"2009",1107
"alto hospicio","no","2201","mujer",1039,"2009",1107
"alto hospicio","sí, ahora mismo","1101","hombre",52,"2009",1107
"alto hospicio","no","3202","mujer",116,"2009",1107
"alto hospicio","no","13101","hombre",323,"2009",1107
"alto hospicio","no","5501","mujer",151,"2009",1107
"alto hospicio","sí, en otra época del año","4204","mujer",48,"2009",1107
"alto hospicio","no","99999","mujer",246,"2009",1107
"alto hospicio","no","3101","hombre",116,"2009",1107
"alto hospicio","sí, en otra época del año","2101","mujer",138,"2009",1107
"alto hospicio","no","6301","hombre",51,"2009",1107
"alto hospicio","no","1402","mujer",112,"2009",1107
"alto hospicio","sí, en otra época del año","","mujer",204,"2009",1107
"alto hospicio","sí, en otra época del año","1405","hombre",52,"2009",1107
"alto hospicio","no","4302","mujer",52,"2009",1107
"alto hospicio","no","3301","mujer",45,"2009",1107
"alto hospicio","no","6101","hombre",96,"2009",1107
"alto hospicio","sí, en otra época del año","99999","mujer",40,"2009",1107
"alto hospicio","no","1101","mujer",4818,"2009",1107
"alto hospicio","sí, ahora mismo","3301","mujer",51,"2009",1107
"alto hospicio","sí, ahora mismo","13101","mujer",56,"2009",1107
"alto hospicio","no","8205","mujer",46,"2009",1107
"alto hospicio","no","8306","hombre",52,"2009",1107
"alto hospicio","sí, en otra época del año","15101","hombre",45,"2009",1107
"alto hospicio","no","3201","mujer",64,"2009",1107
"alto hospicio","sí, en otra época del año","1405","mujer",52,"2009",1107
"alto hospicio","no","1404","mujer",90,"2009",1107
"alto hospicio","sí, ahora mismo","4102","hombre",46,"2009",1107
"alto hospicio","no","16009","hombre",50,"2009",1107
"alto hospicio","sí, en otra época del año","13101","mujer",86,"2009",1107
"alto hospicio","no","7301","hombre",58,"2009",1107
"alto hospicio","sí, en otra época del año","1401","mujer",52,"2009",1107
"alto hospicio","no","2301","mujer",45,"2009",1107
"alto hospicio","no","5705","mujer",102,"2009",1107
"alto hospicio","no","13104","mujer",56,"2009",1107
"alto hospicio","no","8401","hombre",55,"2009",1107
"alto hospicio","no","13130","mujer",80,"2009",1107
"alto hospicio","no","7101","hombre",106,"2009",1107
"alto hospicio","no","","hombre",1863,"2009",1107
"alto hospicio","no","1405","mujer",113,"2009",1107
"alto hospicio","no","1101","hombre",2345,"2009",1107
"alto hospicio","no","9101","mujer",56,"2009",1107
"alto hospicio","no","16005","hombre",56,"2009",1107
"ancud","no","8304","mujer",98,"2009",10202
"ancud","no","9115","mujer",43,"2009",10202
"ancud","no","10204","mujer",97,"2009",10202
"ancud","no","12101","mujer",260,"2009",10202
"ancud","no","13101","hombre",64,"2009",10202
"ancud","no","10203","mujer",64,"2009",10202
"ancud","no","10205","hombre",128,"2009",10202
"ancud","no","10101","mujer",364,"2009",10202
"ancud","no","13101","mujer",47,"2009",10202
"ancud","no","9201","hombre",47,"2009",10202
"ancud","sí, ahora mismo","10102","hombre",38,"2009",10202
"ancud","sí, ahora mismo","","hombre",547,"2009",10202
"ancud","sí, en otra época del año","10104","mujer",40,"2009",10202
"ancud","no","","hombre",3883,"2009",10202
"ancud","no","13130","hombre",54,"2009",10202
"ancud","no","10209","mujer",176,"2009",10202
"ancud","sí, ahora mismo","","mujer",592,"2009",10202
"ancud","no","10108","mujer",213,"2009",10202
"ancud","no","16001","hombre",43,"2009",10202
"ancud","sí, ahora mismo","7101","mujer",43,"2009",10202
"ancud","no","9101","hombre",162,"2009",10202
"ancud","no","8111","mujer",64,"2009",10202
"ancud","no","10102","mujer",98,"2009",10202
"ancud","no","10104","mujer",90,"2009",10202
"ancud","no","7201","mujer",64,"2009",10202
"ancud","sí, en otra época del año","","mujer",542,"2009",10202
"ancud","no","10205","mujer",98,"2009",10202
"ancud","no","","mujer",5540,"2009",10202
"ancud","no","5101","mujer",78,"2009",10202
"ancud","no","9101","mujer",54,"2009",10202
"ancud","sí, ahora mismo","10205","hombre",43,"2009",10202
"ancud","sí, ahora mismo","10107","mujer",43,"2009",10202
"ancud","no","10302","hombre",47,"2009",10202
"ancud","no","16001","mujer",47,"2009",10202
"ancud","sí, ahora mismo","9101","hombre",47,"2009",10202
"ancud","no","10104","hombre",54,"2009",10202
"ancud","sí, en otra época del año","10105","mujer",40,"2009",10202
"ancud","sí, en otra época del año","","hombre",495,"2009",10202
"ancud","no","10202","mujer",38,"2009",10202
"ancud","no","11101","mujer",78,"2009",10202
"ancud","no","14204","mujer",43,"2009",10202
"ancud","no","10102","hombre",196,"2009",10202
"ancud","no","10108","hombre",94,"2009",10202
"ancud","sí, en otra época del año","12401","hombre",98,"2009",10202
"ancud","sí, ahora mismo","10205","mujer",43,"2009",10202
"ancud","sí, ahora mismo","10101","mujer",136,"2009",10202
"ancud","no","4101","hombre",43,"2009",10202
"ancud","no","8110","mujer",98,"2009",10202
"ancud","no","11201","hombre",40,"2009",10202
"ancud","sí, en otra época del año","14101","hombre",136,"2009",10202
"ancud","no","10109","hombre",43,"2009",10202
"ancud","no","10201","mujer",38,"2009",10202
"andacollo","no","15101","mujer",24,"2009",4103
"andacollo","no","4301","mujer",69,"2009",4103
"andacollo","sí, ahora mismo","4301","hombre",22,"2009",4103
"andacollo","sí, ahora mismo","4102","mujer",28,"2009",4103
"andacollo","sí, en otra época del año","4102","mujer",12,"2009",4103
"andacollo","sí, ahora mismo","4201","mujer",23,"2009",4103
"andacollo","no","4106","mujer",10,"2009",4103
"andacollo","no","4101","mujer",46,"2009",4103
"andacollo","no","5501","hombre",13,"2009",4103
"andacollo","no","2101","mujer",24,"2009",4103
"andacollo","no","4305","mujer",54,"2009",4103
"andacollo","no","4201","mujer",23,"2009",4103
"andacollo","sí, en otra época del año","4304","hombre",12,"2009",4103
"andacollo","no","4302","mujer",46,"2009",4103
"andacollo","no","","hombre",669,"2009",4103
"andacollo","sí, en otra época del año","4102","hombre",30,"2009",4103
"andacollo","no","4106","hombre",4,"2009",4103
"andacollo","no","4303","hombre",10,"2009",4103
"andacollo","sí, ahora mismo","4301","mujer",23,"2009",4103
"andacollo","sí, en otra época del año","","mujer",385,"2009",4103
"andacollo","no","4305","hombre",23,"2009",4103
"andacollo","no","","mujer",1684,"2009",4103
"andacollo","no","99999","hombre",13,"2009",4103
"andacollo","sí, ahora mismo","","mujer",170,"2009",4103
"andacollo","sí, en otra época del año","4106","mujer",18,"2009",4103
"andacollo","sí, en otra época del año","4106","hombre",18,"2009",4103
"andacollo","no","99999","mujer",13,"2009",4103
"andacollo","sí, en otra época del año","","hombre",180,"2009",4103
"andacollo","no","4301","hombre",82,"2009",4103
"andacollo","no","4101","hombre",24,"2009",4103
"andacollo","no","4303","mujer",10,"2009",4103
"andacollo","sí, ahora mismo","15101","mujer",18,"2009",4103
"andacollo","no","1401","mujer",23,"2009",4103
"andacollo","no","4104","hombre",4,"2009",4103
"andacollo","sí, en otra época del año","4305","mujer",30,"2009",4103
"andacollo","sí, ahora mismo","4305","mujer",33,"2009",4103
"andacollo","sí, ahora mismo","","hombre",136,"2009",4103
"andacollo","sí, en otra época del año","4301","mujer",14,"2009",4103
"andacollo","no","4102","mujer",16,"2009",4103
"angol","no","9102","mujer",107,"2009",9201
"angol","sí, ahora mismo","","hombre",1031,"2009",9201
"angol","sí, ahora mismo","9101","mujer",39,"2009",9201
"angol","no","8306","hombre",39,"2009",9201
"angol","no","","mujer",9190,"2009",9201
"angol","no","8301","hombre",39,"2009",9201
"angol","no","13501","hombre",102,"2009",9201
"angol","no","9208","mujer",69,"2009",9201
"angol","no","8205","hombre",71,"2009",9201
"angol","no","12101","hombre",142,"2009",9201
"angol","no","13101","mujer",275,"2009",9201
"angol","sí, ahora mismo","8414","mujer",69,"2009",9201
"angol","no","","hombre",5646,"2009",9201
"angol","no","7102","mujer",61,"2009",9201
"angol","no","8301","mujer",29,"2009",9201
"angol","sí, en otra época del año","9202","mujer",99,"2009",9201
"angol","no","8110","hombre",168,"2009",9201
"angol","no","14101","hombre",172,"2009",9201
"angol","sí, ahora mismo","","mujer",1348,"2009",9201
"angol","no","12101","mujer",74,"2009",9201
"angol","no","8401","mujer",56,"2009",9201
"angol","sí, ahora mismo","9202","mujer",219,"2009",9201
"angol","no","8201","mujer",168,"2009",9201
"angol","no","8203","mujer",68,"2009",9201
"angol","sí, ahora mismo","5109","mujer",51,"2009",9201
"angol","no","9209","mujer",68,"2009",9201
"angol","no","8306","mujer",91,"2009",9201
"angol","no","9202","mujer",226,"2009",9201
"angol","no","9201","hombre",29,"2009",9201
"angol","sí, ahora mismo","8202","mujer",133,"2009",9201
"angol","no","8202","hombre",69,"2009",9201
"angol","sí, ahora mismo","9206","hombre",145,"2009",9201
"angol","no","8101","mujer",29,"2009",9201
"angol","sí, ahora mismo","7102","mujer",56,"2009",9201
"angol","no","9206","hombre",145,"2009",9201
"angol","no","1101","hombre",71,"2009",9201
"angol","sí, en otra época del año","","hombre",305,"2009",9201
"angol","sí, en otra época del año","9204","mujer",61,"2009",9201
"angol","no","99999","hombre",58,"2009",9201
"angol","no","9202","hombre",39,"2009",9201
"angol","no","99999","mujer",161,"2009",9201
"angol","no","9111","mujer",29,"2009",9201
"angol","sí, ahora mismo","7301","mujer",48,"2009",9201
"angol","no","9101","mujer",78,"2009",9201
"angol","no","9206","mujer",224,"2009",9201
"angol","no","9207","mujer",266,"2009",9201
"angol","no","9208","hombre",69,"2009",9201
"angol","sí, en otra época del año","","mujer",355,"2009",9201
"angol","no","13101","hombre",78,"2009",9201
"angol","no","9209","hombre",87,"2009",9201
"angol","no","9210","mujer",69,"2009",9201
"angol","sí, ahora mismo","8111","mujer",39,"2009",9201
"angol","no","7102","hombre",61,"2009",9201
"angol","sí, en otra época del año","13101","hombre",51,"2009",9201
"antofagasta","no","4304","mujer",232,"2009",2101
"antofagasta","no","8101","mujer",2263,"2009",2101
"antofagasta","no","4301","hombre",931,"2009",2101
"antofagasta","no","8106","hombre",140,"2009",2101
"antofagasta","no","4301","mujer",2271,"2009",2101
"antofagasta","no","99999","hombre",187,"2009",2101
"antofagasta","no","4103","hombre",204,"2009",2101
"antofagasta","no","5701","mujer",202,"2009",2101
"antofagasta","sí, ahora mismo","2104","mujer",232,"2009",2101
"antofagasta","no","2103","hombre",799,"2009",2101
"antofagasta","no","","mujer",48940,"2009",2101
"antofagasta","sí, en otra época del año","","hombre",1940,"2009",2101
"antofagasta","no","4101","mujer",831,"2009",2101
"antofagasta","no","","hombre",24223,"2009",2101
"antofagasta","no","6101","hombre",197,"2009",2101
"antofagasta","sí, ahora mismo","4301","mujer",386,"2009",2101
"antofagasta","no","1401","mujer",855,"2009",2101
"antofagasta","no","13401","mujer",202,"2009",2101
"antofagasta","no","3202","hombre",201,"2009",2101
"antofagasta","no","3101","mujer",384,"2009",2101
"antofagasta","sí, ahora mismo","5109","hombre",241,"2009",2101
"antofagasta","no","6108","mujer",263,"2009",2101
"antofagasta","no","13110","mujer",277,"2009",2101
"antofagasta","no","4102","mujer",1075,"2009",2101
"antofagasta","no","1401","hombre",219,"2009",2101
"antofagasta","sí, en otra época del año","13101","mujer",241,"2009",2101
"antofagasta","no","3202","mujer",208,"2009",2101
"antofagasta","no","4102","hombre",416,"2009",2101
"antofagasta","no","99999","mujer",1211,"2009",2101
"antofagasta","no","15101","hombre",201,"2009",2101
"antofagasta","sí, ahora mismo","","hombre",769,"2009",2101
"antofagasta","no","9101","hombre",140,"2009",2101
"antofagasta","no","16011","mujer",349,"2009",2101
"antofagasta","no","1405","mujer",140,"2009",2101
"antofagasta","no","2302","mujer",2250,"2009",2101
"antofagasta","no","1101","mujer",869,"2009",2101
"antofagasta","no","14101","mujer",710,"2009",2101
"antofagasta","sí, en otra época del año","","mujer",4293,"2009",2101
"antofagasta","sí, ahora mismo","4102","mujer",349,"2009",2101
"antofagasta","no","3301","hombre",361,"2009",2101
"antofagasta","no","10201","mujer",204,"2009",2101
"antofagasta","no","4303","mujer",630,"2009",2101
"antofagasta","no","4204","mujer",833,"2009",2101
"antofagasta","no","13120","mujer",201,"2009",2101
"antofagasta","no","13101","hombre",781,"2009",2101
"antofagasta","no","15101","mujer",1095,"2009",2101
"antofagasta","no","4204","hombre",263,"2009",2101
"antofagasta","no","2104","mujer",280,"2009",2101
"antofagasta","no","3201","mujer",187,"2009",2101
"antofagasta","no","7406","hombre",202,"2009",2101
"antofagasta","no","13102","mujer",402,"2009",2101
"antofagasta","no","3301","mujer",795,"2009",2101
"antofagasta","sí, en otra época del año","2102","mujer",241,"2009",2101
"antofagasta","no","2301","mujer",1699,"2009",2101
"antofagasta","no","14108","mujer",335,"2009",2101
"antofagasta","no","16008","mujer",386,"2009",2101
"antofagasta","no","4302","mujer",699,"2009",2101
"antofagasta","no","5101","hombre",280,"2009",2101
"antofagasta","no","2201","hombre",1610,"2009",2101
"antofagasta","no","2201","mujer",1967,"2009",2101
"antofagasta","no","1101","hombre",638,"2009",2101
"antofagasta","no","5701","hombre",202,"2009",2101
"antofagasta","no","4103","mujer",324,"2009",2101
"antofagasta","no","13101","mujer",3600,"2009",2101
"antofagasta","no","2103","mujer",201,"2009",2101
"antofagasta","no","4105","mujer",335,"2009",2101
"antofagasta","sí, en otra época del año","4303","mujer",215,"2009",2101
"antofagasta","sí, en otra época del año","3301","mujer",215,"2009",2101
"antofagasta","no","8110","mujer",204,"2009",2101
"antofagasta","sí, ahora mismo","2301","mujer",215,"2009",2101
"antofagasta","no","8401","mujer",184,"2009",2101
"antofagasta","sí, ahora mismo","3301","hombre",335,"2009",2101
"antofagasta","no","16023","mujer",518,"2009",2101
"antofagasta","no","9101","mujer",187,"2009",2101
"antofagasta","no","2302","hombre",519,"2009",2101
"antofagasta","no","10301","hombre",187,"2009",2101
"antofagasta","sí, ahora mismo","10101","mujer",197,"2009",2101
"antofagasta","sí, en otra época del año","4301","hombre",241,"2009",2101
"antofagasta","no","16006","hombre",277,"2009",2101
"antofagasta","no","4201","mujer",804,"2009",2101
"antofagasta","sí, ahora mismo","","mujer",2821,"2009",2101
"antofagasta","no","3101","hombre",202,"2009",2101
"antofagasta","no","2104","hombre",349,"2009",2101
"antofagasta","no","8416","mujer",241,"2009",2101
"antofagasta","sí, ahora mismo","13101","mujer",692,"2009",2101
"antofagasta","no","13108","mujer",193,"2009",2101
"antofagasta","no","7102","mujer",335,"2009",2101
"antofagasta","no","7101","hombre",140,"2009",2101
"antuco","no","","hombre",475,"2009",8302
"antuco","sí, ahora mismo","9118","mujer",5,"2009",8302
"antuco","no","8302","mujer",9,"2009",8302
"antuco","no","8101","mujer",10,"2009",8302
"antuco","no","13101","mujer",5,"2009",8302
"antuco","sí, en otra época del año","8302","mujer",9,"2009",8302
"antuco","sí, ahora mismo","8309","mujer",5,"2009",8302
"antuco","no","8309","mujer",44,"2009",8302
"antuco","sí, en otra época del año","8312","mujer",8,"2009",8302
"antuco","no","8301","hombre",31,"2009",8302
"antuco","no","6101","mujer",13,"2009",8302
"antuco","sí, ahora mismo","","mujer",71,"2009",8302
"antuco","no","13404","mujer",6,"2009",8302
"antuco","no","8311","mujer",10,"2009",8302
"antuco","no","8421","hombre",5,"2009",8302
"antuco","sí, en otra época del año","8309","mujer",23,"2009",8302
"antuco","no","9108","mujer",8,"2009",8302
"antuco","no","99999","hombre",4,"2009",8302
"antuco","no","8111","mujer",4,"2009",8302
"antuco","sí, ahora mismo","8312","mujer",9,"2009",8302
"antuco","no","8305","hombre",4,"2009",8302
"antuco","sí, ahora mismo","8311","hombre",5,"2009",8302
"antuco","sí, en otra época del año","8303","mujer",4,"2009",8302
"antuco","sí, en otra época del año","6107","hombre",5,"2009",8302
"antuco","no","8309","hombre",12,"2009",8302
"antuco","sí, en otra época del año","","hombre",32,"2009",8302
"antuco","no","8401","mujer",16,"2009",8302
"antuco","no","8110","mujer",14,"2009",8302
